order_id,order_no,user_id,status,total_amount,discount_amount,shipping_fee,actual_amount,item_count,coupon_id,shipping_address,remark,placed_at,paid_at,shipped_at,delivered_at,cancelled_at,cancel_reason,refunded_at,refund_reason,created_at,updated_at
345010630736,DD2025112168840040,52,delivered,9201.95,0.00,0.00,9201.95,5,,,,2025-11-21 04:49:52.499656,2025-11-21 05:09:52.499656,2025-11-21 14:09:52.499656,2025-11-26 14:09:52.499656,,,,,2025-11-21 04:49:52.499656,2025-11-26 14:09:52.499656
627463391659,DD2025112135434003,43,delivered,48.63,0.00,6.00,54.63,1,149,,,2025-11-21 11:48:35.499656,2025-11-21 12:06:35.499656,2025-11-22 22:06:35.499656,2025-11-25 22:06:35.499656,,,,,2025-11-21 11:48:35.499656,2025-11-25 22:06:35.499656
205890979494,DD2025121585162806,10,delivered,7724.09,0.00,0.00,7724.09,4,,,送货前电话联系,2025-12-15 17:01:41.499656,2025-12-15 17:56:41.499656,2025-12-17 09:56:41.499656,2025-12-23 09:56:41.499656,,,,,2025-12-15 17:01:41.499656,2025-12-23 09:56:41.499656
393429929518,DD2025121026433218,494,delivered,469.72,0.00,0.00,469.72,1,,,,2025-12-10 18:49:07.499656,2025-12-10 19:23:07.499656,2025-12-12 05:23:07.499656,2025-12-18 05:23:07.499656,,,,,2025-12-10 18:49:07.499656,2025-12-18 05:23:07.499656
514355259275,DD2026010671843006,62,delivered,1689.55,0.00,0.00,1689.55,3,,,,2026-01-06 12:46:42.499656,2026-01-06 13:16:42.499656,2026-01-06 23:16:42.499656,2026-01-07 23:16:42.499656,,,,,2026-01-06 12:46:42.499656,2026-01-07 23:16:42.499656
508493516900,DD2025123122258123,70,delivered,14197.09,0.00,0.00,14197.09,5,,,,2025-12-31 03:48:27.499656,2025-12-31 04:08:27.499656,2026-01-01 17:08:27.499656,2026-01-08 17:08:27.499656,,,,,2025-12-31 03:48:27.499656,2026-01-08 17:08:27.499656
873609195252,DD2025112485124033,326,delivered,369.64,50.00,0.00,319.64,2,115,,周末送货,2025-11-24 21:27:56.499656,2025-11-24 21:57:56.499656,2025-11-24 23:57:56.499656,2025-11-25 23:57:56.499656,,,,,2025-11-24 21:27:56.499656,2025-11-25 23:57:56.499656
125834102769,DD2025110427212722,16,cancelled,12444.70,0.00,0.00,12444.70,5,,,,2025-11-04 01:05:15.499656,,,,2025-11-04 09:18:15.499656,,,,2025-11-04 01:05:15.499656,2025-11-04 09:18:15.499656
730687265789,DD2025112960143027,249,delivered,817.19,0.00,0.00,817.19,2,,,放快递柜,2025-11-29 02:59:54.499656,2025-11-29 03:34:54.499656,2025-11-29 16:34:54.499656,2025-12-01 16:34:54.499656,,,,,2025-11-29 02:59:54.499656,2025-12-01 16:34:54.499656
193308176526,DD2026011394468521,42,delivered,139.80,0.00,0.00,139.80,1,,,,2026-01-13 23:01:49.499656,2026-01-13 23:53:49.499656,2026-01-14 19:53:49.499656,2026-01-19 19:53:49.499656,,,,,2026-01-13 23:01:49.499656,2026-01-19 19:53:49.499656
825390034143,DD2025110797196477,275,delivered,767.79,10.00,0.00,757.79,1,9,,,2025-11-07 03:19:48.499656,2025-11-07 04:04:48.499656,2025-11-09 01:04:48.499656,2025-11-11 01:04:48.499656,,,,,2025-11-07 03:19:48.499656,2025-11-11 01:04:48.499656
872376510162,DD2026011141627075,314,delivered,7174.23,5.00,0.00,7169.23,1,79,,,2026-01-11 14:05:24.499656,2026-01-11 14:43:24.499656,2026-01-12 13:43:24.499656,2026-01-19 13:43:24.499656,,,,,2026-01-11 14:05:24.499656,2026-01-19 13:43:24.499656
209951335541,DD2025112892961199,377,delivered,426.40,0.00,0.00,426.40,1,,,放快递柜,2025-11-28 03:29:03.499656,2025-11-28 04:11:03.499656,2025-11-28 06:11:03.499656,2025-12-04 06:11:03.499656,,,,,2025-11-28 03:29:03.499656,2025-12-04 06:11:03.499656
857611769422,DD2025120753957202,358,delivered,706.07,0.00,0.00,706.07,1,12,,,2025-12-07 12:33:27.499656,2025-12-07 12:41:27.499656,2025-12-08 02:41:27.499656,2025-12-12 02:41:27.499656,,,,,2025-12-07 12:33:27.499656,2025-12-12 02:41:27.499656
374626713354,DD2026010437650135,105,delivered,3330.17,0.00,0.00,3330.17,3,,,请尽快发货,2026-01-04 05:37:40.499656,2026-01-04 06:27:40.499656,2026-01-04 22:27:40.499656,2026-01-10 22:27:40.499656,,,,,2026-01-04 05:37:40.499656,2026-01-10 22:27:40.499656
974963674736,DD2025122932200052,361,refunded,3220.34,0.00,0.00,3220.34,1,,,请尽快发货,2025-12-29 17:46:14.499656,2025-12-29 18:46:14.499656,2025-12-31 06:46:14.499656,2026-01-04 06:46:14.499656,,,2026-01-06 06:46:14.499656,,2025-12-29 17:46:14.499656,2026-01-06 06:46:14.499656
938470104170,DD2025111293018232,68,delivered,4663.93,0.00,0.00,4663.93,2,,,,2025-11-12 15:15:50.499656,2025-11-12 16:09:50.499656,2025-11-14 06:09:50.499656,2025-11-17 06:09:50.499656,,,,,2025-11-12 15:15:50.499656,2025-11-17 06:09:50.499656
655922179756,DD2025112478601417,228,cancelled,63.90,30.00,8.00,41.90,1,27,,,2025-11-24 11:53:54.499656,,,,2025-11-24 17:50:54.499656,,,,2025-11-24 11:53:54.499656,2025-11-24 17:50:54.499656
931446472083,DD2025120262346031,241,delivered,15920.80,0.00,0.00,15920.80,4,,,,2025-12-02 17:55:14.499656,2025-12-02 18:01:14.499656,2025-12-04 06:01:14.499656,2025-12-07 06:01:14.499656,,,,,2025-12-02 17:55:14.499656,2025-12-07 06:01:14.499656
988058130852,DD2025112245861860,41,cancelled,21440.92,30.00,0.00,21410.92,3,88,,放快递柜,2025-11-22 05:30:28.499656,,,,2025-11-22 13:06:28.499656,,,,2025-11-22 05:30:28.499656,2025-11-22 13:06:28.499656
808304913347,DD2026011871724873,241,delivered,5842.41,0.00,0.00,5842.41,2,,,,2026-01-18 09:43:59.499656,2026-01-18 10:01:59.499656,2026-01-20 02:01:59.499656,2026-01-23 02:01:59.499656,,,,,2026-01-18 09:43:59.499656,2026-01-23 02:01:59.499656
698714507218,DD2025120610869554,33,delivered,24656.13,200.00,0.00,24456.13,3,31,,,2025-12-06 12:58:39.499656,2025-12-06 13:35:39.499656,2025-12-07 10:35:39.499656,2025-12-12 10:35:39.499656,,,,,2025-12-06 12:58:39.499656,2025-12-12 10:35:39.499656
279537093740,DD2025112980699074,255,delivered,12872.86,50.00,0.00,12822.86,4,138,,,2025-11-29 03:28:23.499656,2025-11-29 04:25:23.499656,2025-11-30 19:25:23.499656,2025-12-01 19:25:23.499656,,,,,2025-11-29 03:28:23.499656,2025-12-01 19:25:23.499656
260541309655,DD2025121093008915,358,cancelled,10753.83,0.00,0.00,10753.83,3,,,放快递柜,2025-12-10 02:20:12.499656,,,,2025-12-10 21:49:12.499656,,,,2025-12-10 02:20:12.499656,2025-12-10 21:49:12.499656
338433043962,DD2025112333168157,55,delivered,1213.99,200.00,0.00,1013.99,3,45,,,2025-11-23 18:03:19.499656,2025-11-23 18:50:19.499656,2025-11-25 09:50:19.499656,2025-12-01 09:50:19.499656,,,,,2025-11-23 18:03:19.499656,2025-12-01 09:50:19.499656
839121738937,DD2025110188054891,106,delivered,5675.20,0.00,0.00,5675.20,1,,,送货前电话联系,2025-11-01 09:40:28.499656,2025-11-01 10:21:28.499656,2025-11-03 02:21:28.499656,2025-11-08 02:21:28.499656,,,,,2025-11-01 09:40:28.499656,2025-11-08 02:21:28.499656
954871190163,DD2026012438064311,142,paid,10594.44,0.00,0.00,10594.44,1,,,,2026-01-24 04:16:33.499656,2026-01-24 04:41:33.499656,,,,,,,2026-01-24 04:16:33.499656,2026-01-24 04:41:33.499656
580470314477,DD2025120764478462,264,cancelled,2256.34,0.00,0.00,2256.34,1,,,,2025-12-07 00:53:58.499656,,,,2025-12-07 17:06:58.499656,,,,2025-12-07 00:53:58.499656,2025-12-07 17:06:58.499656
819347429757,DD2025121542884396,184,delivered,5337.47,0.00,0.00,5337.47,5,,,,2025-12-15 19:35:34.499656,2025-12-15 20:30:34.499656,2025-12-16 07:30:34.499656,2025-12-18 07:30:34.499656,,,,,2025-12-15 19:35:34.499656,2025-12-18 07:30:34.499656
873106393962,DD2025122219196921,468,delivered,3889.63,0.00,0.00,3889.63,2,,,,2025-12-22 12:59:28.499656,2025-12-22 13:58:28.499656,2025-12-24 13:58:28.499656,2025-12-27 13:58:28.499656,,,,,2025-12-22 12:59:28.499656,2025-12-27 13:58:28.499656
939916283615,DD2025122564334269,346,delivered,319.55,30.00,0.00,289.55,2,11,,,2025-12-25 16:02:12.499656,2025-12-25 16:10:12.499656,2025-12-27 14:10:12.499656,2026-01-03 14:10:12.499656,,,,,2025-12-25 16:02:12.499656,2026-01-03 14:10:12.499656
424079676044,DD2025122066529022,424,cancelled,28809.51,0.00,0.00,28809.51,4,,,,2025-12-20 04:51:12.499656,,,,2025-12-20 12:30:12.499656,,,,2025-12-20 04:51:12.499656,2025-12-20 12:30:12.499656
862950607849,DD2026012184482020,171,delivered,2870.91,0.00,0.00,2870.91,2,,,,2026-01-21 06:03:29.499656,2026-01-21 06:49:29.499656,2026-01-23 01:49:29.499656,2026-01-28 01:49:29.499656,,,,,2026-01-21 06:03:29.499656,2026-01-28 01:49:29.499656
550080402965,DD2026012231532309,227,shipped,3516.50,0.00,0.00,3516.50,1,,,送货前电话联系,2026-01-22 02:40:23.499656,2026-01-22 03:25:23.499656,2026-01-23 08:25:23.499656,,,,,,2026-01-22 02:40:23.499656,2026-01-23 08:25:23.499656
658124067006,DD2025111554236066,2,delivered,1746.88,262.03,0.00,1484.85,3,127,,,2025-11-15 05:53:21.499656,2025-11-15 06:31:21.499656,2025-11-16 22:31:21.499656,2025-11-17 22:31:21.499656,,,,,2025-11-15 05:53:21.499656,2025-11-17 22:31:21.499656
162680535291,DD2025121769761151,89,delivered,67.51,0.00,12.00,79.51,1,,,放快递柜,2025-12-17 01:11:37.499656,2025-12-17 01:16:37.499656,2025-12-18 19:16:37.499656,2025-12-22 19:16:37.499656,,,,,2025-12-17 01:11:37.499656,2025-12-22 19:16:37.499656
500831699752,DD2025120633862550,465,delivered,161.03,0.00,0.00,161.03,1,,,放快递柜,2025-12-06 11:05:29.499656,2025-12-06 11:38:29.499656,2025-12-07 01:38:29.499656,2025-12-11 01:38:29.499656,,,,,2025-12-06 11:05:29.499656,2025-12-11 01:38:29.499656
627728725300,DD2026010547036283,119,delivered,18434.69,0.00,0.00,18434.69,4,,,,2026-01-05 12:35:04.499656,2026-01-05 13:28:04.499656,2026-01-05 22:28:04.499656,2026-01-06 22:28:04.499656,,,,,2026-01-05 12:35:04.499656,2026-01-06 22:28:04.499656
634645978810,DD2025122954370730,161,delivered,1723.53,50.00,0.00,1673.53,3,91,,请尽快发货,2025-12-29 03:01:41.499656,2025-12-29 03:38:41.499656,2025-12-30 17:38:41.499656,2026-01-04 17:38:41.499656,,,,,2025-12-29 03:01:41.499656,2026-01-04 17:38:41.499656
943530348673,DD2025120371063176,259,delivered,72.53,0.00,6.00,78.53,2,,,,2025-12-03 09:11:36.499656,2025-12-03 10:11:36.499656,2025-12-04 03:11:36.499656,2025-12-08 03:11:36.499656,,,,,2025-12-03 09:11:36.499656,2025-12-08 03:11:36.499656
400226613987,DD2025112356482045,269,delivered,40.79,0.00,6.00,46.79,1,,,,2025-11-23 17:05:07.499656,2025-11-23 17:56:07.499656,2025-11-24 01:56:07.499656,2025-11-25 01:56:07.499656,,,,,2025-11-23 17:05:07.499656,2025-11-25 01:56:07.499656
676439804486,DD2025121641331624,125,delivered,473.16,0.00,0.00,473.16,2,,,,2025-12-16 15:56:14.499656,2025-12-16 16:17:14.499656,2025-12-17 13:17:14.499656,2025-12-22 13:17:14.499656,,,,,2025-12-16 15:56:14.499656,2025-12-22 13:17:14.499656
857150918353,DD2025123134167671,54,delivered,575.64,5.00,0.00,570.64,1,16,,,2025-12-31 05:02:05.499656,2025-12-31 05:14:05.499656,2026-01-01 12:14:05.499656,2026-01-07 12:14:05.499656,,,,,2025-12-31 05:02:05.499656,2026-01-07 12:14:05.499656
995338147760,DD2025122155220052,234,delivered,2192.63,0.00,0.00,2192.63,2,,,,2025-12-21 10:51:23.499656,2025-12-21 11:43:23.499656,2025-12-22 06:43:23.499656,2025-12-23 06:43:23.499656,,,,,2025-12-21 10:51:23.499656,2025-12-23 06:43:23.499656
496920863136,DD2026012341288520,412,cancelled,4879.63,0.00,0.00,4879.63,2,,,,2026-01-23 00:57:51.499656,,,,2026-01-23 11:14:51.499656,,,,2026-01-23 00:57:51.499656,2026-01-23 11:14:51.499656
636201253062,DD2025111874648850,11,delivered,509.24,0.00,0.00,509.24,1,,,,2025-11-18 08:38:02.499656,2025-11-18 08:52:02.499656,2025-11-19 13:52:02.499656,2025-11-23 13:52:02.499656,,,,,2025-11-18 08:38:02.499656,2025-11-23 13:52:02.499656
210588392966,DD2026011327746749,175,delivered,1063.53,0.00,0.00,1063.53,1,,,请尽快发货,2026-01-13 06:14:06.499656,2026-01-13 06:22:06.499656,2026-01-14 02:22:06.499656,2026-01-17 02:22:06.499656,,,,,2026-01-13 06:14:06.499656,2026-01-17 02:22:06.499656
614494639809,DD2026010938112863,99,delivered,4687.08,50.00,0.00,4637.08,4,86,,,2026-01-09 13:56:29.499656,2026-01-09 14:33:29.499656,2026-01-11 11:33:29.499656,2026-01-17 11:33:29.499656,,,,,2026-01-09 13:56:29.499656,2026-01-17 11:33:29.499656
955822203322,DD2025113021369674,348,delivered,5770.10,0.00,0.00,5770.10,3,,,,2025-11-30 23:27:24.499656,2025-12-01 00:02:24.499656,2025-12-01 08:02:24.499656,2025-12-05 08:02:24.499656,,,,,2025-11-30 23:27:24.499656,2025-12-05 08:02:24.499656
502216194971,DD2025120747137578,165,cancelled,18736.56,20.00,0.00,18716.56,3,146,,,2025-12-07 03:23:17.499656,,,,2025-12-07 06:13:17.499656,,,,2025-12-07 03:23:17.499656,2025-12-07 06:13:17.499656
634395796703,DD2025122219681619,220,delivered,5159.15,50.00,0.00,5109.15,1,19,,,2025-12-22 23:19:10.499656,2025-12-22 23:29:10.499656,2025-12-24 12:29:10.499656,2025-12-30 12:29:10.499656,,,,,2025-12-22 23:19:10.499656,2025-12-30 12:29:10.499656
923183118384,DD2025111418115436,176,delivered,143.24,0.00,0.00,143.24,1,,,,2025-11-14 16:15:04.499656,2025-11-14 16:34:04.499656,2025-11-16 13:34:04.499656,2025-11-21 13:34:04.499656,,,,,2025-11-14 16:15:04.499656,2025-11-21 13:34:04.499656
595126953690,DD2025123137569478,57,delivered,3438.02,200.00,0.00,3238.02,4,143,,,2025-12-31 20:45:05.499656,2025-12-31 21:24:05.499656,2026-01-02 09:24:05.499656,2026-01-04 09:24:05.499656,,,,,2025-12-31 20:45:05.499656,2026-01-04 09:24:05.499656
627360172306,DD2025111035209868,201,cancelled,2903.21,0.00,0.00,2903.21,3,,,,2025-11-10 22:32:25.499656,,,,2025-11-11 06:01:25.499656,,,,2025-11-10 22:32:25.499656,2025-11-11 06:01:25.499656
628361524474,DD2025120127016762,355,delivered,11072.98,0.00,0.00,11072.98,2,,,,2025-12-01 09:56:44.499656,2025-12-01 10:52:44.499656,2025-12-03 08:52:44.499656,2025-12-06 08:52:44.499656,,,,,2025-12-01 09:56:44.499656,2025-12-06 08:52:44.499656
599962916500,DD2025123042599415,58,cancelled,164.83,30.00,0.00,134.83,2,27,,,2025-12-30 01:12:13.499656,,,,2025-12-30 09:46:13.499656,,,,2025-12-30 01:12:13.499656,2025-12-30 09:46:13.499656
622657904354,DD2026010365594159,399,delivered,3425.48,0.00,0.00,3425.48,2,,,请尽快发货,2026-01-03 10:39:31.499656,2026-01-03 11:26:31.499656,2026-01-04 15:26:31.499656,2026-01-06 15:26:31.499656,,,,,2026-01-03 10:39:31.499656,2026-01-06 15:26:31.499656
483909896864,DD2025110187652500,202,delivered,8883.51,0.00,0.00,8883.51,3,,,,2025-11-01 04:02:45.499656,2025-11-01 04:52:45.499656,2025-11-02 15:52:45.499656,2025-11-06 15:52:45.499656,,,,,2025-11-01 04:02:45.499656,2025-11-06 15:52:45.499656
535881401245,DD2025120959483628,373,delivered,709.54,0.00,0.00,709.54,1,,,送货前电话联系,2025-12-09 00:08:57.499656,2025-12-09 00:51:57.499656,2025-12-09 14:51:57.499656,2025-12-13 14:51:57.499656,,,,,2025-12-09 00:08:57.499656,2025-12-13 14:51:57.499656
461539723213,DD2025111089676080,181,delivered,604.79,0.00,0.00,604.79,1,,,放快递柜,2025-11-10 20:54:44.499656,2025-11-10 21:19:44.499656,2025-11-11 23:19:44.499656,2025-11-16 23:19:44.499656,,,,,2025-11-10 20:54:44.499656,2025-11-16 23:19:44.499656
130566749681,DD2025112012909360,498,delivered,1336.95,0.00,0.00,1336.95,2,,,请尽快发货,2025-11-20 12:42:14.499656,2025-11-20 13:13:14.499656,2025-11-20 18:13:14.499656,2025-11-26 18:13:14.499656,,,,,2025-11-20 12:42:14.499656,2025-11-26 18:13:14.499656
496163434322,DD2025121169661317,361,delivered,5719.17,0.00,0.00,5719.17,1,,,放快递柜,2025-12-11 04:20:10.499656,2025-12-11 05:06:10.499656,2025-12-13 01:06:10.499656,2025-12-16 01:06:10.499656,,,,,2025-12-11 04:20:10.499656,2025-12-16 01:06:10.499656
810718266039,DD2025121310430523,435,cancelled,4600.13,0.00,0.00,4600.13,1,,,,2025-12-13 02:17:51.499656,,,,2025-12-13 06:37:51.499656,,,,2025-12-13 02:17:51.499656,2025-12-13 06:37:51.499656
507759828931,DD2026011418076610,15,cancelled,11163.87,50.00,0.00,11113.87,3,40,,,2026-01-14 06:03:55.499656,,,,2026-01-15 03:36:55.499656,,,,2026-01-14 06:03:55.499656,2026-01-15 03:36:55.499656
613284540228,DD2026011384792876,80,delivered,1134.92,0.00,0.00,1134.92,2,74,,,2026-01-13 10:26:45.499656,2026-01-13 11:17:45.499656,2026-01-15 02:17:45.499656,2026-01-21 02:17:45.499656,,,,,2026-01-13 10:26:45.499656,2026-01-21 02:17:45.499656
534748414370,DD2025102653246587,191,cancelled,2720.20,0.00,0.00,2720.20,3,,,请尽快发货,2025-10-26 23:31:05.499656,,,,2025-10-27 00:44:05.499656,,,,2025-10-26 23:31:05.499656,2025-10-27 00:44:05.499656
393555122788,DD2025103139509516,354,cancelled,718.40,0.00,0.00,718.40,1,,,,2025-10-31 07:01:20.499656,,,,2025-10-31 23:00:20.499656,,,,2025-10-31 07:01:20.499656,2025-10-31 23:00:20.499656
179619377607,DD2026011833957205,210,shipped,763.86,114.58,0.00,649.28,1,41,,,2026-01-18 20:27:41.499656,2026-01-18 20:56:41.499656,2026-01-20 17:56:41.499656,,,,,,2026-01-18 20:27:41.499656,2026-01-20 17:56:41.499656
268204280108,DD2026011641871077,103,delivered,17282.03,0.00,0.00,17282.03,3,,,,2026-01-16 13:26:53.499656,2026-01-16 13:31:53.499656,2026-01-18 13:31:53.499656,2026-01-21 13:31:53.499656,,,,,2026-01-16 13:26:53.499656,2026-01-21 13:31:53.499656
186084395566,DD2025112275618045,178,delivered,8167.46,0.00,0.00,8167.46,2,,,,2025-11-22 18:52:54.499656,2025-11-22 19:43:54.499656,2025-11-24 09:43:54.499656,2025-11-28 09:43:54.499656,,,,,2025-11-22 18:52:54.499656,2025-11-28 09:43:54.499656
996457209264,DD2025120319366535,68,delivered,4181.74,0.00,0.00,4181.74,1,,,,2025-12-03 02:33:01.499656,2025-12-03 03:20:01.499656,2025-12-04 03:20:01.499656,2025-12-10 03:20:01.499656,,,,,2025-12-03 02:33:01.499656,2025-12-10 03:20:01.499656
480378635721,DD2026010373979531,196,cancelled,6846.49,200.00,0.00,6646.49,3,142,,放快递柜,2026-01-03 22:04:13.499656,,,,2026-01-04 21:53:13.499656,,,,2026-01-03 22:04:13.499656,2026-01-04 21:53:13.499656
732843344075,DD2026011945410696,187,cancelled,1647.75,0.00,0.00,1647.75,2,,,,2026-01-19 06:51:42.499656,,,,2026-01-19 07:32:42.499656,,,,2026-01-19 06:51:42.499656,2026-01-19 07:32:42.499656
881952107128,DD2025110769123660,170,delivered,165.15,0.00,0.00,165.15,1,,,,2025-11-07 13:03:16.499656,2025-11-07 13:33:16.499656,2025-11-07 21:33:16.499656,2025-11-14 21:33:16.499656,,,,,2025-11-07 13:03:16.499656,2025-11-14 21:33:16.499656
877842451214,DD2025110997023849,32,delivered,328.95,10.00,0.00,318.95,2,48,,,2025-11-09 19:02:06.499656,2025-11-09 19:53:06.499656,2025-11-11 12:53:06.499656,2025-11-15 12:53:06.499656,,,,,2025-11-09 19:02:06.499656,2025-11-15 12:53:06.499656
710331875336,DD2025121572603320,276,delivered,620.28,0.00,0.00,620.28,2,,,,2025-12-15 09:19:12.499656,2025-12-15 09:49:12.499656,2025-12-15 15:49:12.499656,2025-12-16 15:49:12.499656,,,,,2025-12-15 09:19:12.499656,2025-12-16 15:49:12.499656
328547936912,DD2025121452789891,269,delivered,410.82,0.00,0.00,410.82,2,132,,,2025-12-14 22:28:24.499656,2025-12-14 23:14:24.499656,2025-12-16 03:14:24.499656,2025-12-21 03:14:24.499656,,,,,2025-12-14 22:28:24.499656,2025-12-21 03:14:24.499656
997117671179,DD2025112167869419,117,delivered,8526.36,200.00,0.00,8326.36,3,142,,,2025-11-21 23:44:15.499656,2025-11-22 00:25:15.499656,2025-11-23 16:25:15.499656,2025-11-25 16:25:15.499656,,,,,2025-11-21 23:44:15.499656,2025-11-25 16:25:15.499656
881746796333,DD2025111988300020,97,refunded,4186.00,0.00,0.00,4186.00,4,,,,2025-11-19 14:57:16.499656,2025-11-19 15:30:16.499656,2025-11-21 06:30:16.499656,2025-11-27 06:30:16.499656,,,2025-12-01 06:30:16.499656,,2025-11-19 14:57:16.499656,2025-12-01 06:30:16.499656
209858539085,DD2025110394200981,400,delivered,12440.60,0.00,0.00,12440.60,3,,,,2025-11-03 09:51:01.499656,2025-11-03 10:45:01.499656,2025-11-03 14:45:01.499656,2025-11-06 14:45:01.499656,,,,,2025-11-03 09:51:01.499656,2025-11-06 14:45:01.499656
847701117339,DD2025111645888265,190,delivered,5475.72,821.36,0.00,4654.36,2,103,,,2025-11-16 10:04:34.499656,2025-11-16 10:14:34.499656,2025-11-17 01:14:34.499656,2025-11-19 01:14:34.499656,,,,,2025-11-16 10:04:34.499656,2025-11-19 01:14:34.499656
980481884168,DD2025102931522555,233,delivered,6582.16,200.00,0.00,6382.16,3,141,,,2025-10-29 10:29:38.499656,2025-10-29 11:03:38.499656,2025-10-29 21:03:38.499656,2025-11-01 21:03:38.499656,,,,,2025-10-29 10:29:38.499656,2025-11-01 21:03:38.499656
112016340744,DD2026010587636440,330,delivered,15073.42,0.00,0.00,15073.42,3,,,请尽快发货,2026-01-05 18:36:22.499656,2026-01-05 18:45:22.499656,2026-01-06 22:45:22.499656,2026-01-13 22:45:22.499656,,,,,2026-01-05 18:36:22.499656,2026-01-13 22:45:22.499656
