event_id,user_id,device_id,session_id,event_name,event_time,properties,page_name,referrer,ip_address,created_at
38,6,device_6_1,8,edit_profile,2025-12-20 23:18:46.615573,{},settings,,,2026-01-25 02:16:12.508295
39,6,device_6_1,8,receive_push,2025-12-20 23:19:23.615573,{},order_list,,,2026-01-25 02:16:12.508295
40,6,device_6_1,8,purchase,2025-12-20 23:19:39.615573,"{""amount"": 1820.29, ""order_id"": 43811}",profile,,,2026-01-25 02:16:12.508295
41,6,device_6_1,8,view_home,2025-12-20 23:19:01.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
42,6,device_6_1,8,login,2025-12-20 23:19:18.615573,{},order_detail,,,2026-01-25 02:16:12.508295
43,6,device_6_1,8,logout,2025-12-20 23:20:39.615573,{},checkout,,,2026-01-25 02:16:12.508295
44,6,device_6_1,8,receive_push,2025-12-20 23:19:29.615573,{},checkout,,,2026-01-25 02:16:12.508295
45,422,device_422_3,9,view_home,2025-11-08 20:30:00.615573,{},cart,,,2026-01-25 02:16:12.508295
46,422,device_422_3,9,click_banner,2025-11-08 20:30:08.615573,{},product_detail,,,2026-01-25 02:16:12.508295
47,422,device_422_3,9,app_open,2025-11-08 20:30:24.615573,{},order_detail,,,2026-01-25 02:16:12.508295
48,422,device_422_3,9,click_push,2025-11-08 20:30:24.615573,{},favorites,,,2026-01-25 02:16:12.508295
49,268,device_268_2,10,add_to_cart,2025-12-26 06:26:33.615573,"{""quantity"": 1, ""product_id"": 127}",post_detail,,,2026-01-25 02:16:12.508295
50,268,device_268_2,10,add_to_cart,2025-12-26 06:26:45.615573,"{""quantity"": 2, ""product_id"": 97}",home,,,2026-01-25 02:16:12.508295
51,268,device_268_2,10,register,2025-12-26 06:26:49.615573,{},settings,,,2026-01-25 02:16:12.508295
52,268,device_268_2,10,add_to_cart,2025-12-26 06:26:48.615573,"{""quantity"": 2, ""product_id"": 1}",messages,,,2026-01-25 02:16:12.508295
53,268,device_268_2,10,view_category,2025-12-26 06:27:05.615573,{},order_list,,,2026-01-25 02:16:12.508295
54,268,device_268_2,10,purchase,2025-12-26 06:27:08.615573,"{""amount"": 984.09, ""order_id"": 22096}",category,,,2026-01-25 02:16:12.508295
55,268,device_268_2,10,add_favorite,2025-12-26 06:28:51.615573,{},category,,,2026-01-25 02:16:12.508295
56,391,device_391_2,11,follow_user,2026-01-04 19:11:11.615573,{},checkout,,,2026-01-25 02:16:12.508295
57,391,device_391_2,11,add_favorite,2026-01-04 19:11:38.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
58,391,device_391_2,11,edit_profile,2026-01-04 19:11:27.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
59,391,device_391_2,11,login,2026-01-04 19:11:53.615573,{},settings,,,2026-01-25 02:16:12.508295
60,500,device_500_1,12,app_open,2025-12-29 07:07:52.615573,{},search,,,2026-01-25 02:16:12.508295
61,500,device_500_1,12,login,2025-12-29 07:08:18.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
62,500,device_500_1,12,view_home,2025-12-29 07:08:34.615573,{},messages,,,2026-01-25 02:16:12.508295
63,500,device_500_1,12,use_coupon,2025-12-29 07:09:07.615573,{},product_detail,,,2026-01-25 02:16:12.508295
64,500,device_500_1,12,like_post,2025-12-29 07:09:28.615573,{},profile,,,2026-01-25 02:16:12.508295
65,500,device_500_1,12,logout,2025-12-29 07:10:07.615573,{},order_list,,,2026-01-25 02:16:12.508295
66,500,device_500_1,12,register,2025-12-29 07:10:40.615573,{},post_detail,,,2026-01-25 02:16:12.508295
67,32,device_32_1,13,receive_push,2025-10-27 11:28:55.615573,{},cart,,,2026-01-25 02:16:12.508295
68,32,device_32_1,13,register,2025-10-27 11:29:20.615573,{},category,,,2026-01-25 02:16:12.508295
69,32,device_32_1,13,add_to_cart,2025-10-27 11:29:31.615573,"{""quantity"": 1, ""product_id"": 74}",category,,,2026-01-25 02:16:12.508295
70,32,device_32_1,13,click_push,2025-10-27 11:30:16.615573,{},profile,,,2026-01-25 02:16:12.508295
71,32,device_32_1,13,search,2025-10-27 11:30:31.615573,"{""keyword"": ""零食""}",home,,,2026-01-25 02:16:12.508295
72,32,device_32_1,13,receive_push,2025-10-27 11:29:35.615573,{},messages,,,2026-01-25 02:16:12.508295
73,32,device_32_1,13,begin_checkout,2025-10-27 11:30:25.615573,{},order_list,,,2026-01-25 02:16:12.508295
74,32,device_32_1,13,app_open,2025-10-27 11:30:05.615573,{},settings,,,2026-01-25 02:16:12.508295
75,174,device_174_3,14,logout,2025-11-14 13:44:52.615573,{},search,,,2026-01-25 02:16:12.508295
76,174,device_174_3,14,edit_profile,2025-11-14 13:45:20.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
77,174,device_174_3,14,click_push,2025-11-14 13:45:30.615573,{},home,,,2026-01-25 02:16:12.508295
78,174,device_174_3,14,view_home,2025-11-14 13:45:16.615573,{},search,,,2026-01-25 02:16:12.508295
79,489,device_489_3,15,app_open,2025-11-26 12:29:32.615573,{},checkout,,,2026-01-25 02:16:12.508295
80,489,device_489_3,15,click_banner,2025-11-26 12:29:48.615573,{},category,,,2026-01-25 02:16:12.508295
81,489,device_489_3,15,register,2025-11-26 12:30:20.615573,{},checkout,,,2026-01-25 02:16:12.508295
82,489,device_489_3,15,purchase,2025-11-26 12:30:53.615573,"{""amount"": 1628.59, ""order_id"": 39081}",category,,,2026-01-25 02:16:12.508295
83,489,device_489_3,15,view_profile,2025-11-26 12:30:28.615573,{},order_detail,,,2026-01-25 02:16:12.508295
84,489,device_489_3,15,use_coupon,2025-11-26 12:31:27.615573,{},post_feed,,,2026-01-25 02:16:12.508295
85,489,device_489_3,15,view_post,2025-11-26 12:31:08.615573,{},settings,,,2026-01-25 02:16:12.508295
86,21,device_21_3,16,remove_from_cart,2026-01-15 02:54:24.615573,{},post_feed,,,2026-01-25 02:16:12.508295
87,21,device_21_3,16,view_post,2026-01-15 02:54:43.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
88,21,device_21_3,16,view_category,2026-01-15 02:54:52.615573,{},product_detail,,,2026-01-25 02:16:12.508295
89,21,device_21_3,16,receive_push,2026-01-15 02:54:51.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
90,21,device_21_3,16,begin_checkout,2026-01-15 02:56:00.615573,{},search,,,2026-01-25 02:16:12.508295
91,21,device_21_3,16,remove_from_cart,2026-01-15 02:55:14.615573,{},search,,,2026-01-25 02:16:12.508295
92,21,device_21_3,16,add_favorite,2026-01-15 02:55:54.615573,{},settings,,,2026-01-25 02:16:12.508295
93,21,device_21_3,16,add_to_cart,2026-01-15 02:56:16.615573,"{""quantity"": 2, ""product_id"": 117}",product_detail,,,2026-01-25 02:16:12.508295
94,471,device_471_3,17,like_post,2026-01-24 13:56:41.615573,{},search,,,2026-01-25 02:16:12.508295
95,471,device_471_3,17,view_product,2026-01-24 13:56:57.615573,"{""product_id"": 143, ""product_name"": ""经典戴森 洗衣机""}",coupon_center,,,2026-01-25 02:16:12.508295
96,471,device_471_3,17,like_post,2026-01-24 13:57:35.615573,{},product_detail,,,2026-01-25 02:16:12.508295
97,149,device_149_2,18,purchase,2025-12-24 22:04:34.615573,"{""amount"": 436.95, ""order_id"": 14856}",messages,,,2026-01-25 02:16:12.508295
98,149,device_149_2,18,login,2025-12-24 22:05:00.615573,{},favorites,,,2026-01-25 02:16:12.508295
99,149,device_149_2,18,click_banner,2025-12-24 22:05:30.615573,{},category,,,2026-01-25 02:16:12.508295
100,149,device_149_2,18,use_coupon,2025-12-24 22:05:25.615573,{},cart,,,2026-01-25 02:16:12.508295
101,149,device_149_2,18,comment_post,2025-12-24 22:05:42.615573,{},settings,,,2026-01-25 02:16:12.508295
102,351,device_351_2,19,comment_post,2025-12-20 05:12:28.615573,{},category,,,2026-01-25 02:16:12.508295
103,351,device_351_2,19,login,2025-12-20 05:12:57.615573,{},product_detail,,,2026-01-25 02:16:12.508295
104,351,device_351_2,19,click_push,2025-12-20 05:12:38.615573,{},checkout,,,2026-01-25 02:16:12.508295
105,351,device_351_2,19,edit_profile,2025-12-20 05:13:19.615573,{},messages,,,2026-01-25 02:16:12.508295
106,351,device_351_2,19,view_profile,2025-12-20 05:13:16.615573,{},messages,,,2026-01-25 02:16:12.508295
107,351,device_351_2,19,view_product,2025-12-20 05:13:38.615573,"{""product_id"": 175, ""product_name"": ""精选海澜之家 连衣裙""}",post_feed,,,2026-01-25 02:16:12.508295
108,318,device_318_2,20,comment_post,2026-01-12 16:27:18.615573,{},profile,,,2026-01-25 02:16:12.508295
109,318,device_318_2,20,view_profile,2026-01-12 16:27:37.615573,{},checkout,,,2026-01-25 02:16:12.508295
110,318,device_318_2,20,purchase,2026-01-12 16:27:36.615573,"{""amount"": 1557.73, ""order_id"": 21362}",favorites,,,2026-01-25 02:16:12.508295
111,318,device_318_2,20,click_banner,2026-01-12 16:28:09.615573,{},favorites,,,2026-01-25 02:16:12.508295
112,127,device_127_3,21,use_coupon,2025-10-28 11:33:12.615573,{},home,,,2026-01-25 02:16:12.508295
113,127,device_127_3,21,like_post,2025-10-28 11:33:42.615573,{},checkout,,,2026-01-25 02:16:12.508295
114,127,device_127_3,21,register,2025-10-28 11:33:30.615573,{},category,,,2026-01-25 02:16:12.508295
115,127,device_127_3,21,app_open,2025-10-28 11:34:09.615573,{},post_detail,,,2026-01-25 02:16:12.508295
116,127,device_127_3,21,view_post,2025-10-28 11:35:08.615573,{},profile,,,2026-01-25 02:16:12.508295
117,127,device_127_3,21,add_favorite,2025-10-28 11:33:52.615573,{},post_feed,,,2026-01-25 02:16:12.508295
118,241,device_241_2,22,view_profile,2025-10-27 22:20:20.615573,{},messages,,,2026-01-25 02:16:12.508295
119,241,device_241_2,22,comment_post,2025-10-27 22:20:33.615573,{},order_detail,,,2026-01-25 02:16:12.508295
120,241,device_241_2,22,edit_profile,2025-10-27 22:20:40.615573,{},product_detail,,,2026-01-25 02:16:12.508295
121,241,device_241_2,22,like_post,2025-10-27 22:21:05.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
122,241,device_241_2,22,begin_checkout,2025-10-27 22:22:12.615573,{},cart,,,2026-01-25 02:16:12.508295
123,50,device_50_1,23,purchase,2025-11-05 10:54:50.615573,"{""amount"": 304.95, ""order_id"": 37097}",home,,,2026-01-25 02:16:12.508295
124,50,device_50_1,23,search,2025-11-05 10:55:09.615573,"{""keyword"": ""护肤品""}",order_list,,,2026-01-25 02:16:12.508295
125,50,device_50_1,23,view_profile,2025-11-05 10:55:04.615573,{},messages,,,2026-01-25 02:16:12.508295
126,50,device_50_1,23,view_profile,2025-11-05 10:55:05.615573,{},post_detail,,,2026-01-25 02:16:12.508295
127,50,device_50_1,23,add_to_cart,2025-11-05 10:56:38.615573,"{""quantity"": 2, ""product_id"": 37}",order_detail,,,2026-01-25 02:16:12.508295
128,485,device_485_2,24,app_close,2026-01-15 16:33:16.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
129,485,device_485_2,24,share,2026-01-15 16:33:36.615573,{},messages,,,2026-01-25 02:16:12.508295
130,485,device_485_2,24,add_favorite,2026-01-15 16:33:34.615573,{},cart,,,2026-01-25 02:16:12.508295
131,485,device_485_2,24,follow_user,2026-01-15 16:34:22.615573,{},messages,,,2026-01-25 02:16:12.508295
132,485,device_485_2,24,remove_from_cart,2026-01-15 16:34:40.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
133,485,device_485_2,24,like_post,2026-01-15 16:35:46.615573,{},post_detail,,,2026-01-25 02:16:12.508295
134,485,device_485_2,24,logout,2026-01-15 16:34:34.615573,{},settings,,,2026-01-25 02:16:12.508295
135,485,device_485_2,24,receive_push,2026-01-15 16:35:43.615573,{},post_feed,,,2026-01-25 02:16:12.508295
136,78,device_78_3,25,view_category,2025-11-25 09:00:52.615573,{},cart,,,2026-01-25 02:16:12.508295
137,78,device_78_3,25,edit_profile,2025-11-25 09:01:03.615573,{},order_detail,,,2026-01-25 02:16:12.508295
138,78,device_78_3,25,click_banner,2025-11-25 09:01:30.615573,{},product_detail,,,2026-01-25 02:16:12.508295
139,78,device_78_3,25,use_coupon,2025-11-25 09:02:04.615573,{},product_detail,,,2026-01-25 02:16:12.508295
140,78,device_78_3,25,view_product,2025-11-25 09:01:56.615573,"{""product_id"": 141, ""product_name"": ""时尚伊利 水果""}",messages,,,2026-01-25 02:16:12.508295
141,78,device_78_3,25,search,2025-11-25 09:01:32.615573,"{""keyword"": ""护肤品""}",order_list,,,2026-01-25 02:16:12.508295
142,78,device_78_3,25,begin_checkout,2025-11-25 09:03:04.615573,{},cart,,,2026-01-25 02:16:12.508295
143,31,device_31_1,26,view_product,2025-11-07 00:52:16.615573,"{""product_id"": 104, ""product_name"": ""精选九阳 地毯""}",settings,,,2026-01-25 02:16:12.508295
144,31,device_31_1,26,view_category,2025-11-07 00:52:45.615573,{},post_detail,,,2026-01-25 02:16:12.508295
145,31,device_31_1,26,begin_checkout,2025-11-07 00:52:48.615573,{},post_detail,,,2026-01-25 02:16:12.508295
146,31,device_31_1,26,click_banner,2025-11-07 00:53:22.615573,{},messages,,,2026-01-25 02:16:12.508295
147,31,device_31_1,26,logout,2025-11-07 00:54:16.615573,{},messages,,,2026-01-25 02:16:12.508295
148,31,device_31_1,26,logout,2025-11-07 00:53:01.615573,{},favorites,,,2026-01-25 02:16:12.508295
149,78,device_78_2,27,begin_checkout,2025-11-09 08:13:38.615573,{},settings,,,2026-01-25 02:16:12.508295
150,78,device_78_2,27,receive_push,2025-11-09 08:14:04.615573,{},search,,,2026-01-25 02:16:12.508295
151,78,device_78_2,27,add_favorite,2025-11-09 08:13:58.615573,{},order_list,,,2026-01-25 02:16:12.508295
152,78,device_78_2,27,comment_post,2025-11-09 08:14:50.615573,{},settings,,,2026-01-25 02:16:12.508295
153,78,device_78_2,27,use_coupon,2025-11-09 08:14:50.615573,{},favorites,,,2026-01-25 02:16:12.508295
154,78,device_78_2,27,share,2025-11-09 08:15:58.615573,{},home,,,2026-01-25 02:16:12.508295
155,78,device_78_2,27,begin_checkout,2025-11-09 08:14:32.615573,{},messages,,,2026-01-25 02:16:12.508295
156,303,device_303_3,28,view_category,2026-01-14 08:05:32.615573,{},favorites,,,2026-01-25 02:16:12.508295
157,303,device_303_3,28,add_favorite,2026-01-14 08:05:38.615573,{},cart,,,2026-01-25 02:16:12.508295
158,303,device_303_3,28,search,2026-01-14 08:06:30.615573,"{""keyword"": ""运动鞋""}",post_feed,,,2026-01-25 02:16:12.508295
159,303,device_303_3,28,purchase,2026-01-14 08:06:11.615573,"{""amount"": 1468.4, ""order_id"": 11463}",checkout,,,2026-01-25 02:16:12.508295
160,303,device_303_3,28,follow_user,2026-01-14 08:06:08.615573,{},search,,,2026-01-25 02:16:12.508295
161,303,device_303_3,28,follow_user,2026-01-14 08:06:22.615573,{},settings,,,2026-01-25 02:16:12.508295
162,303,device_303_3,28,view_home,2026-01-14 08:07:32.615573,{},favorites,,,2026-01-25 02:16:12.508295
163,303,device_303_3,28,login,2026-01-14 08:08:48.615573,{},order_detail,,,2026-01-25 02:16:12.508295
164,396,device_396_3,29,view_home,2025-11-09 06:24:03.615573,{},product_detail,,,2026-01-25 02:16:12.508295
165,396,device_396_3,29,purchase,2025-11-09 06:24:17.615573,"{""amount"": 1968.37, ""order_id"": 45227}",category,,,2026-01-25 02:16:12.508295
166,396,device_396_3,29,edit_profile,2025-11-09 06:24:51.615573,{},cart,,,2026-01-25 02:16:12.508295
167,396,device_396_3,29,remove_from_cart,2025-11-09 06:24:45.615573,{},order_detail,,,2026-01-25 02:16:12.508295
168,396,device_396_3,29,login,2025-11-09 06:25:55.615573,{},profile,,,2026-01-25 02:16:12.508295
169,396,device_396_3,29,view_category,2025-11-09 06:26:33.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
170,360,device_360_3,30,click_banner,2025-12-21 04:06:15.615573,{},post_detail,,,2026-01-25 02:16:12.508295
171,360,device_360_3,30,view_post,2025-12-21 04:06:29.615573,{},category,,,2026-01-25 02:16:12.508295
172,360,device_360_3,30,click_push,2025-12-21 04:06:57.615573,{},order_list,,,2026-01-25 02:16:12.508295
173,127,device_127_2,31,logout,2025-11-11 23:58:48.615573,{},messages,,,2026-01-25 02:16:12.508295
174,127,device_127_2,31,view_profile,2025-11-11 23:59:06.615573,{},profile,,,2026-01-25 02:16:12.508295
175,127,device_127_2,31,click_banner,2025-11-11 23:59:14.615573,{},post_feed,,,2026-01-25 02:16:12.508295
176,127,device_127_2,31,view_home,2025-11-12 00:00:15.615573,{},settings,,,2026-01-25 02:16:12.508295
177,113,device_113_2,32,click_banner,2025-11-16 02:34:57.615573,{},order_detail,,,2026-01-25 02:16:12.508295
178,113,device_113_2,32,use_coupon,2025-11-16 02:35:15.615573,{},settings,,,2026-01-25 02:16:12.508295
179,113,device_113_2,32,purchase,2025-11-16 02:35:23.615573,"{""amount"": 672.99, ""order_id"": 7667}",profile,,,2026-01-25 02:16:12.508295
180,113,device_113_2,32,add_to_cart,2025-11-16 02:35:24.615573,"{""quantity"": 3, ""product_id"": 41}",post_feed,,,2026-01-25 02:16:12.508295
181,113,device_113_2,32,use_coupon,2025-11-16 02:36:17.615573,{},post_feed,,,2026-01-25 02:16:12.508295
182,113,device_113_2,32,view_post,2025-11-16 02:37:17.615573,{},post_feed,,,2026-01-25 02:16:12.508295
183,113,device_113_2,32,add_favorite,2025-11-16 02:37:39.615573,{},search,,,2026-01-25 02:16:12.508295
184,232,device_232_3,33,search,2025-12-24 03:54:40.615573,"{""keyword"": ""运动鞋""}",favorites,,,2026-01-25 02:16:12.508295
185,232,device_232_3,33,add_favorite,2025-12-24 03:54:54.615573,{},post_feed,,,2026-01-25 02:16:12.508295
186,232,device_232_3,33,register,2025-12-24 03:55:38.615573,{},post_feed,,,2026-01-25 02:16:12.508295
187,232,device_232_3,33,register,2025-12-24 03:55:16.615573,{},checkout,,,2026-01-25 02:16:12.508295
188,232,device_232_3,33,add_favorite,2025-12-24 03:55:24.615573,{},order_detail,,,2026-01-25 02:16:12.508295
189,222,device_222_1,34,edit_profile,2026-01-17 09:26:37.615573,{},order_list,,,2026-01-25 02:16:12.508295
190,222,device_222_1,34,view_profile,2026-01-17 09:26:44.615573,{},search,,,2026-01-25 02:16:12.508295
191,222,device_222_1,34,add_favorite,2026-01-17 09:27:35.615573,{},profile,,,2026-01-25 02:16:12.508295
192,222,device_222_1,34,purchase,2026-01-17 09:27:19.615573,"{""amount"": 329.23, ""order_id"": 43970}",post_feed,,,2026-01-25 02:16:12.508295
193,222,device_222_1,34,comment_post,2026-01-17 09:28:29.615573,{},checkout,,,2026-01-25 02:16:12.508295
194,434,device_434_1,35,view_profile,2025-12-12 00:15:04.615573,{},order_detail,,,2026-01-25 02:16:12.508295
195,434,device_434_1,35,click_push,2025-12-12 00:15:33.615573,{},search,,,2026-01-25 02:16:12.508295
196,434,device_434_1,35,follow_user,2025-12-12 00:15:28.615573,{},post_detail,,,2026-01-25 02:16:12.508295
197,434,device_434_1,35,app_open,2025-12-12 00:15:43.615573,{},profile,,,2026-01-25 02:16:12.508295
198,434,device_434_1,35,receive_push,2025-12-12 00:16:40.615573,{},category,,,2026-01-25 02:16:12.508295
199,434,device_434_1,35,login,2025-12-12 00:15:54.615573,{},post_detail,,,2026-01-25 02:16:12.508295
200,459,device_459_1,36,view_home,2025-12-27 16:43:53.615573,{},checkout,,,2026-01-25 02:16:12.508295
201,459,device_459_1,36,share,2025-12-27 16:44:08.615573,{},product_detail,,,2026-01-25 02:16:12.508295
202,459,device_459_1,36,begin_checkout,2025-12-27 16:44:25.615573,{},product_detail,,,2026-01-25 02:16:12.508295
203,459,device_459_1,36,view_post,2025-12-27 16:44:44.615573,{},favorites,,,2026-01-25 02:16:12.508295
204,459,device_459_1,36,logout,2025-12-27 16:44:57.615573,{},category,,,2026-01-25 02:16:12.508295
205,459,device_459_1,36,begin_checkout,2025-12-27 16:44:33.615573,{},post_feed,,,2026-01-25 02:16:12.508295
206,459,device_459_1,36,share,2025-12-27 16:45:05.615573,{},cart,,,2026-01-25 02:16:12.508295
207,459,device_459_1,36,view_product,2025-12-27 16:47:09.615573,"{""product_id"": 182, ""product_name"": ""优质华为 智能手表""}",search,,,2026-01-25 02:16:12.508295
208,193,device_193_3,37,login,2025-12-04 07:16:12.615573,{},home,,,2026-01-25 02:16:12.508295
209,193,device_193_3,37,view_post,2025-12-04 07:16:23.615573,{},profile,,,2026-01-25 02:16:12.508295
210,193,device_193_3,37,click_banner,2025-12-04 07:16:30.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
211,193,device_193_3,37,click_banner,2025-12-04 07:16:42.615573,{},order_detail,,,2026-01-25 02:16:12.508295
212,193,device_193_3,37,begin_checkout,2025-12-04 07:17:36.615573,{},profile,,,2026-01-25 02:16:12.508295
213,201,device_201_1,38,comment_post,2026-01-20 23:33:01.615573,{},post_detail,,,2026-01-25 02:16:12.508295
214,201,device_201_1,38,app_open,2026-01-20 23:33:23.615573,{},favorites,,,2026-01-25 02:16:12.508295
215,201,device_201_1,38,remove_from_cart,2026-01-20 23:33:43.615573,{},settings,,,2026-01-25 02:16:12.508295
216,201,device_201_1,38,login,2026-01-20 23:33:55.615573,{},search,,,2026-01-25 02:16:12.508295
217,235,device_235_3,39,view_category,2025-12-07 11:41:21.615573,{},product_detail,,,2026-01-25 02:16:12.508295
218,235,device_235_3,39,receive_push,2025-12-07 11:41:40.615573,{},messages,,,2026-01-25 02:16:12.508295
219,235,device_235_3,39,view_post,2025-12-07 11:41:37.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
220,235,device_235_3,39,view_profile,2025-12-07 11:42:00.615573,{},post_feed,,,2026-01-25 02:16:12.508295
221,78,device_78_1,40,login,2025-12-13 06:16:57.615573,{},category,,,2026-01-25 02:16:12.508295
222,78,device_78_1,40,click_push,2025-12-13 06:17:08.615573,{},checkout,,,2026-01-25 02:16:12.508295
223,78,device_78_1,40,share,2025-12-13 06:17:07.615573,{},product_detail,,,2026-01-25 02:16:12.508295
224,78,device_78_1,40,add_favorite,2025-12-13 06:17:45.615573,{},favorites,,,2026-01-25 02:16:12.508295
225,150,device_150_2,41,click_banner,2026-01-15 17:18:04.615573,{},checkout,,,2026-01-25 02:16:12.508295
226,150,device_150_2,41,click_banner,2026-01-15 17:18:26.615573,{},messages,,,2026-01-25 02:16:12.508295
227,150,device_150_2,41,edit_profile,2026-01-15 17:18:42.615573,{},search,,,2026-01-25 02:16:12.508295
228,23,device_23_1,42,like_post,2025-11-06 12:34:58.615573,{},post_feed,,,2026-01-25 02:16:12.508295
229,23,device_23_1,42,app_close,2025-11-06 12:35:14.615573,{},cart,,,2026-01-25 02:16:12.508295
230,23,device_23_1,42,like_post,2025-11-06 12:35:24.615573,{},product_detail,,,2026-01-25 02:16:12.508295
231,23,device_23_1,42,add_favorite,2025-11-06 12:36:10.615573,{},cart,,,2026-01-25 02:16:12.508295
232,23,device_23_1,42,view_profile,2025-11-06 12:35:50.615573,{},post_detail,,,2026-01-25 02:16:12.508295
233,23,device_23_1,42,add_to_cart,2025-11-06 12:35:38.615573,"{""quantity"": 2, ""product_id"": 9}",category,,,2026-01-25 02:16:12.508295
234,23,device_23_1,42,add_to_cart,2025-11-06 12:36:40.615573,"{""quantity"": 1, ""product_id"": 156}",order_detail,,,2026-01-25 02:16:12.508295
