session_id,user_id,device_id,start_time,end_time,duration_seconds,event_count,page_view_count,is_bounce,entry_page,exit_page,traffic_source,utm_source,utm_medium,utm_campaign,created_at
12,500,device_500_1,2025-12-29 07:07:52.615573,2025-12-29 07:29:25.615573,1293,40,10,f,product_detail,coupon_center,organic,douyin,paid,brand_day,2026-01-25 02:16:11.657608
13,32,device_32_1,2025-10-27 11:28:55.615573,2025-10-27 11:33:50.615573,295,42,14,f,home,favorites,organic,direct,banner,spring_sale,2026-01-25 02:16:11.657608
14,174,device_174_3,2025-11-14 13:44:52.615573,2025-11-14 13:49:29.615573,277,45,6,f,product_detail,messages,paid,douyin,referral,618,2026-01-25 02:16:11.657608
15,489,device_489_3,2025-11-26 12:29:32.615573,2025-11-26 12:33:44.615573,252,9,14,f,product_detail,profile,social,baidu,organic,double11,2026-01-25 02:16:11.657608
16,21,device_21_3,2026-01-15 02:54:24.615573,2026-01-15 03:13:32.615573,1148,22,7,f,post_feed,post_detail,organic,baidu,paid,618,2026-01-25 02:16:11.657608
17,471,device_471_3,2026-01-24 13:56:41.615573,2026-01-24 14:10:08.615573,807,17,15,f,product_detail,messages,email,douyin,banner,recall,2026-01-25 02:16:11.657608
18,149,device_149_2,2025-12-24 22:04:34.615573,2025-12-24 22:15:59.615573,685,39,18,f,product_detail,coupon_center,paid,direct,push,spring_sale,2026-01-25 02:16:11.657608
19,351,device_351_2,2025-12-20 05:12:28.615573,2025-12-20 05:19:05.615573,397,22,4,f,home,order_detail,social,weixin,paid,618,2026-01-25 02:16:11.657608
20,318,device_318_2,2026-01-12 16:27:18.615573,2026-01-12 16:47:11.615573,1193,21,18,f,product_detail,favorites,referral,xiaohongshu,banner,brand_day,2026-01-25 02:16:11.657608
21,127,device_127_3,2025-10-28 11:33:12.615573,2025-10-28 11:45:12.615573,720,22,12,f,home,post_feed,referral,organic,push,,2026-01-25 02:16:11.657608
22,241,device_241_2,2025-10-27 22:20:20.615573,2025-10-27 22:31:33.615573,673,26,5,f,product_detail,settings,email,baidu,referral,recall,2026-01-25 02:16:11.657608
23,50,device_50_1,2025-11-05 10:54:50.615573,2025-11-05 11:07:23.615573,753,40,4,f,product_detail,checkout,paid,baidu,referral,618,2026-01-25 02:16:11.657608
24,485,device_485_2,2026-01-15 16:33:16.615573,2026-01-15 17:00:42.615573,1646,8,19,f,home,checkout,organic,douyin,push,new_user,2026-01-25 02:16:11.657608
25,78,device_78_3,2025-11-25 09:00:52.615573,2025-11-25 09:24:26.615573,1414,26,6,f,product_detail,search,referral,direct,paid,618,2026-01-25 02:16:11.657608
26,31,device_31_1,2025-11-07 00:52:16.615573,2025-11-07 00:57:20.615573,304,30,7,f,product_detail,order_list,email,organic,banner,spring_sale,2026-01-25 02:16:11.657608
27,78,device_78_2,2025-11-09 08:13:38.615573,2025-11-09 08:41:00.615573,1642,33,16,f,post_feed,category,referral,xiaohongshu,paid,recall,2026-01-25 02:16:11.657608
28,303,device_303_3,2026-01-14 08:05:32.615573,2026-01-14 08:25:02.615573,1170,14,8,f,post_feed,order_detail,organic,direct,banner,double11,2026-01-25 02:16:11.657608
29,396,device_396_3,2025-11-09 06:24:03.615573,2025-11-09 06:32:12.615573,489,34,6,f,post_feed,messages,email,weixin,push,spring_sale,2026-01-25 02:16:11.657608
30,360,device_360_3,2025-12-21 04:06:15.615573,2025-12-21 04:28:07.615573,1312,31,7,f,home,product_detail,organic,douyin,banner,double11,2026-01-25 02:16:11.657608
31,127,device_127_2,2025-11-11 23:58:48.615573,2025-11-12 00:11:55.615573,787,25,2,f,product_detail,messages,referral,douyin,paid,double11,2026-01-25 02:16:11.657608
32,113,device_113_2,2025-11-16 02:34:57.615573,2025-11-16 02:58:17.615573,1400,3,10,f,post_feed,cart,referral,direct,push,new_user,2026-01-25 02:16:11.657608
33,232,device_232_3,2025-12-24 03:54:40.615573,2025-12-24 04:06:05.615573,685,17,13,f,product_detail,category,social,baidu,paid,brand_day,2026-01-25 02:16:11.657608
34,222,device_222_1,2026-01-17 09:26:37.615573,2026-01-17 09:44:04.615573,1047,42,4,f,home,product_detail,email,xiaohongshu,banner,new_user,2026-01-25 02:16:11.657608
35,434,device_434_1,2025-12-12 00:15:04.615573,2025-12-12 00:22:25.615573,441,26,10,f,home,order_detail,organic,weixin,referral,618,2026-01-25 02:16:11.657608
36,459,device_459_1,2025-12-27 16:43:53.615573,2025-12-27 16:45:35.615573,102,50,9,f,home,post_detail,referral,direct,referral,double11,2026-01-25 02:16:11.657608
37,193,device_193_3,2025-12-04 07:16:12.615573,2025-12-04 07:34:55.615573,1123,38,15,f,post_feed,order_detail,paid,direct,organic,,2026-01-25 02:16:11.657608
38,201,device_201_1,2026-01-20 23:33:01.615573,2026-01-20 23:50:39.615573,1058,47,9,f,post_feed,profile,social,weixin,referral,618,2026-01-25 02:16:11.657608
39,235,device_235_3,2025-12-07 11:41:21.615573,2025-12-07 11:57:39.615573,978,37,16,f,post_feed,favorites,paid,weixin,organic,618,2026-01-25 02:16:11.657608
40,78,device_78_1,2025-12-13 06:16:57.615573,2025-12-13 06:20:00.615573,183,15,11,f,home,coupon_center,referral,baidu,organic,recall,2026-01-25 02:16:11.657608
41,150,device_150_2,2026-01-15 17:18:04.615573,2026-01-15 17:22:27.615573,263,15,19,f,product_detail,checkout,organic,weixin,organic,spring_sale,2026-01-25 02:16:11.657608
42,23,device_23_1,2025-11-06 12:34:58.615573,2025-11-06 13:01:23.615573,1585,28,19,f,home,cart,direct,direct,push,spring_sale,2026-01-25 02:16:11.657608
43,430,device_430_3,2025-11-17 18:42:21.615573,2025-11-17 18:57:33.615573,912,15,20,f,post_feed,order_list,paid,baidu,banner,new_user,2026-01-25 02:16:11.657608
44,79,device_79_3,2025-12-02 20:38:46.615573,2025-12-02 20:40:42.615573,116,47,15,f,home,coupon_center,organic,direct,banner,618,2026-01-25 02:16:11.657608
45,337,device_337_2,2026-01-02 23:24:47.615573,2026-01-02 23:49:17.615573,1470,49,11,f,post_feed,post_detail,paid,baidu,organic,double11,2026-01-25 02:16:11.657608
46,114,device_114_3,2025-12-11 22:26:29.615573,2025-12-11 22:42:06.615573,937,39,9,f,home,category,organic,douyin,paid,recall,2026-01-25 02:16:11.657608
47,143,device_143_1,2025-12-13 11:04:49.615573,2025-12-13 11:06:55.615573,126,21,11,f,post_feed,profile,social,direct,banner,double11,2026-01-25 02:16:11.657608
48,462,device_462_2,2026-01-04 17:11:01.615573,2026-01-04 17:23:25.615573,744,48,20,f,home,profile,social,xiaohongshu,organic,new_user,2026-01-25 02:16:11.657608
49,23,device_23_3,2025-11-07 15:53:25.615573,2025-11-07 15:57:24.615573,239,6,15,f,home,order_detail,social,douyin,banner,new_user,2026-01-25 02:16:11.657608
50,422,device_422_3,2025-11-04 09:43:49.615573,2025-11-04 10:02:43.615573,1134,44,7,f,product_detail,settings,social,direct,organic,,2026-01-25 02:16:11.657608
51,262,device_262_2,2025-11-22 20:58:30.615573,2025-11-22 21:13:01.615573,871,12,2,f,post_feed,order_detail,email,weixin,organic,,2026-01-25 02:16:11.657608
52,35,device_35_3,2025-12-20 23:23:06.615573,2025-12-20 23:47:16.615573,1450,6,3,f,post_feed,order_detail,email,direct,push,spring_sale,2026-01-25 02:16:11.657608
53,255,device_255_3,2025-10-27 16:17:16.615573,2025-10-27 16:30:50.615573,814,39,4,f,home,order_detail,social,organic,banner,double11,2026-01-25 02:16:11.657608
54,351,device_351_2,2025-11-07 15:22:24.615573,2025-11-07 15:38:11.615573,947,13,12,f,product_detail,post_detail,referral,weixin,organic,double11,2026-01-25 02:16:11.657608
55,195,device_195_1,2025-12-21 05:23:16.615573,2025-12-21 05:47:15.615573,1439,40,5,f,product_detail,checkout,paid,baidu,push,brand_day,2026-01-25 02:16:11.657608
56,262,device_262_1,2025-12-10 06:29:31.615573,2025-12-10 06:45:14.615573,943,30,10,f,post_feed,home,social,baidu,referral,618,2026-01-25 02:16:11.657608
57,114,device_114_2,2025-11-24 21:16:42.615573,2025-11-24 21:26:43.615573,601,33,4,f,post_feed,profile,referral,douyin,banner,618,2026-01-25 02:16:11.657608
58,421,device_421_2,2025-11-19 09:59:33.615573,2025-11-19 10:16:48.615573,1035,43,11,f,product_detail,home,paid,baidu,banner,double11,2026-01-25 02:16:11.657608
59,282,device_282_1,2025-11-04 21:04:40.615573,2025-11-04 21:29:22.615573,1482,11,12,f,home,checkout,social,douyin,paid,,2026-01-25 02:16:11.657608
60,440,device_440_3,2026-01-13 04:02:55.615573,2026-01-13 04:31:38.615573,1723,30,6,f,post_feed,checkout,organic,organic,push,spring_sale,2026-01-25 02:16:11.657608
61,76,device_76_3,2025-12-01 08:29:08.615573,2025-12-01 08:56:14.615573,1626,13,12,f,product_detail,search,email,baidu,referral,,2026-01-25 02:16:11.657608
62,383,device_383_1,2025-11-22 18:34:48.615573,2025-11-22 18:45:13.615573,625,12,11,f,product_detail,order_detail,social,xiaohongshu,push,brand_day,2026-01-25 02:16:11.657608
63,315,device_315_1,2026-01-07 00:09:08.615573,2026-01-07 00:22:57.615573,829,13,13,f,home,post_detail,referral,douyin,organic,recall,2026-01-25 02:16:11.657608
64,271,device_271_2,2025-10-28 10:59:29.615573,2025-10-28 11:21:25.615573,1316,27,7,f,home,coupon_center,social,weixin,referral,recall,2026-01-25 02:16:11.657608
65,470,device_470_1,2025-12-24 18:58:53.615573,2025-12-24 19:13:46.615573,893,42,3,f,post_feed,favorites,email,baidu,referral,,2026-01-25 02:16:11.657608
66,90,device_90_1,2026-01-08 21:40:03.615573,2026-01-08 21:45:58.615573,355,24,5,f,post_feed,order_list,referral,weixin,organic,new_user,2026-01-25 02:16:11.657608
67,358,device_358_2,2025-12-01 20:24:35.615573,2025-12-01 20:27:20.615573,165,31,12,f,post_feed,order_list,referral,weixin,push,,2026-01-25 02:16:11.657608
68,129,device_129_1,2026-01-03 03:38:35.615573,2026-01-03 03:43:07.615573,272,43,16,f,home,post_feed,paid,weixin,banner,new_user,2026-01-25 02:16:11.657608
69,2,device_2_3,2025-12-13 22:31:47.615573,2025-12-13 22:33:37.615573,110,28,7,f,post_feed,home,referral,organic,paid,recall,2026-01-25 02:16:11.657608
70,362,device_362_2,2026-01-12 11:45:52.615573,2026-01-12 12:11:12.615573,1520,9,13,f,product_detail,category,organic,weixin,push,new_user,2026-01-25 02:16:11.657608
71,116,device_116_1,2026-01-14 18:50:26.615573,2026-01-14 19:03:43.615573,797,43,5,f,home,profile,paid,organic,push,double11,2026-01-25 02:16:11.657608
72,89,device_89_2,2025-12-12 11:47:48.615573,2025-12-12 12:06:40.615573,1132,3,2,f,product_detail,order_detail,social,direct,organic,spring_sale,2026-01-25 02:16:11.657608
73,110,device_110_2,2025-11-08 05:13:38.615573,2025-11-08 05:14:43.615573,65,8,2,f,home,profile,social,xiaohongshu,paid,new_user,2026-01-25 02:16:11.657608
74,81,device_81_1,2025-11-19 21:26:15.615573,2025-11-19 21:33:37.615573,442,26,9,f,post_feed,category,referral,douyin,organic,brand_day,2026-01-25 02:16:11.657608
75,428,device_428_3,2026-01-06 12:44:24.615573,2026-01-06 12:55:01.615573,637,31,16,f,post_feed,cart,paid,douyin,organic,spring_sale,2026-01-25 02:16:11.657608
76,406,device_406_2,2025-11-29 04:15:56.615573,2025-11-29 04:23:58.615573,482,49,11,f,home,favorites,referral,douyin,push,spring_sale,2026-01-25 02:16:11.657608
77,219,device_219_3,2026-01-01 06:08:42.615573,2026-01-01 06:33:26.615573,1484,41,20,f,home,post_feed,social,weixin,push,618,2026-01-25 02:16:11.657608
78,121,device_121_2,2025-11-19 23:14:34.615573,2025-11-19 23:35:11.615573,1237,25,15,f,home,post_detail,referral,organic,banner,new_user,2026-01-25 02:16:11.657608
79,388,device_388_1,2025-11-13 09:44:30.615573,2025-11-13 10:04:57.615573,1227,33,16,f,product_detail,messages,email,organic,referral,brand_day,2026-01-25 02:16:11.657608
80,267,device_267_2,2025-12-29 14:14:10.615573,2025-12-29 14:43:31.615573,1761,37,16,f,product_detail,post_feed,direct,weixin,referral,new_user,2026-01-25 02:16:11.657608
81,209,device_209_3,2025-11-20 07:55:32.615573,2025-11-20 07:58:18.615573,166,18,5,f,home,coupon_center,social,weixin,referral,brand_day,2026-01-25 02:16:11.657608
82,494,device_494_3,2026-01-16 15:04:55.615573,2026-01-16 15:28:30.615573,1415,10,10,f,home,post_detail,referral,xiaohongshu,organic,recall,2026-01-25 02:16:11.657608
83,7,device_7_3,2025-11-27 18:54:16.615573,2025-11-27 18:59:27.615573,311,25,8,f,home,post_feed,email,douyin,paid,brand_day,2026-01-25 02:16:11.657608
84,442,device_442_1,2025-11-15 22:08:16.615573,2025-11-15 22:09:28.615573,72,8,6,f,product_detail,post_detail,referral,baidu,banner,spring_sale,2026-01-25 02:16:11.657608
85,164,device_164_2,2025-11-21 21:44:40.615573,2025-11-21 21:56:27.615573,707,31,16,f,product_detail,order_list,social,baidu,push,,2026-01-25 02:16:11.657608
86,190,device_190_1,2025-12-27 10:16:08.615573,2025-12-27 10:28:54.615573,766,18,18,f,post_feed,search,social,xiaohongshu,push,double11,2026-01-25 02:16:11.657608
87,471,device_471_3,2025-10-29 08:12:16.615573,2025-10-29 08:39:37.615573,1641,8,20,f,post_feed,order_detail,email,xiaohongshu,paid,,2026-01-25 02:16:11.657608
88,359,device_359_3,2025-11-14 19:20:23.615573,2025-11-14 19:35:34.615573,911,3,17,f,home,favorites,direct,weixin,banner,brand_day,2026-01-25 02:16:11.657608
89,483,device_483_1,2025-11-23 17:27:39.615573,2025-11-23 17:48:47.615573,1268,42,4,f,home,post_detail,email,organic,organic,brand_day,2026-01-25 02:16:11.657608
90,89,device_89_3,2026-01-12 16:59:46.615573,2026-01-12 17:15:56.615573,970,38,2,f,post_feed,product_detail,paid,douyin,referral,double11,2026-01-25 02:16:11.657608
91,309,device_309_1,2025-12-16 23:35:59.615573,2025-12-16 23:42:54.615573,415,38,7,f,home,cart,direct,xiaohongshu,paid,recall,2026-01-25 02:16:11.657608
92,174,device_174_3,2025-12-15 13:32:30.615573,2025-12-15 13:55:22.615573,1372,43,9,f,home,profile,paid,weixin,paid,spring_sale,2026-01-25 02:16:11.657608
93,198,device_198_1,2025-12-08 22:44:38.615573,2025-12-08 23:09:55.615573,1517,15,11,f,product_detail,post_detail,social,organic,organic,618,2026-01-25 02:16:11.657608
94,467,device_467_2,2026-01-02 13:12:05.615573,2026-01-02 13:29:41.615573,1056,32,9,f,home,search,social,direct,paid,,2026-01-25 02:16:11.657608
95,237,device_237_2,2026-01-12 03:40:46.615573,2026-01-12 03:41:51.615573,65,6,3,f,post_feed,product_detail,referral,xiaohongshu,paid,new_user,2026-01-25 02:16:11.657608
96,400,device_400_3,2025-12-11 08:40:25.615573,2025-12-11 09:05:49.615573,1524,4,5,f,product_detail,home,paid,xiaohongshu,banner,brand_day,2026-01-25 02:16:11.657608
97,357,device_357_2,2026-01-05 22:15:24.615573,2026-01-05 22:30:10.615573,886,17,14,f,home,coupon_center,direct,direct,banner,spring_sale,2026-01-25 02:16:11.657608
98,311,device_311_3,2026-01-14 18:46:05.615573,2026-01-14 19:13:53.615573,1668,4,3,f,post_feed,favorites,social,baidu,organic,brand_day,2026-01-25 02:16:11.657608
99,82,device_82_2,2025-12-13 05:18:22.615573,2025-12-13 05:24:42.615573,380,11,19,f,post_feed,product_detail,referral,direct,push,brand_day,2026-01-25 02:16:11.657608
100,284,device_284_3,2025-10-30 09:50:31.615573,2025-10-30 10:00:00.615573,569,20,6,f,home,messages,referral,weixin,banner,double11,2026-01-25 02:16:11.657608
101,329,device_329_3,2025-12-08 00:06:32.615573,2025-12-08 00:25:58.615573,1166,23,13,f,post_feed,home,organic,organic,paid,double11,2026-01-25 02:16:11.657608
102,69,device_69_3,2025-11-19 04:20:34.615573,2025-11-19 04:45:40.615573,1506,26,16,f,post_feed,post_feed,email,weixin,organic,618,2026-01-25 02:16:11.657608
103,314,device_314_2,2026-01-05 03:20:48.615573,2026-01-05 03:24:50.615573,242,30,17,f,post_feed,settings,direct,organic,organic,spring_sale,2026-01-25 02:16:11.657608
104,334,device_334_1,2025-11-13 00:51:34.615573,2025-11-13 01:16:15.615573,1481,4,3,f,home,home,social,xiaohongshu,paid,double11,2026-01-25 02:16:11.657608
105,289,device_289_1,2026-01-11 16:01:28.615573,2026-01-11 16:03:25.615573,117,39,2,f,product_detail,search,referral,douyin,push,new_user,2026-01-25 02:16:11.657608
106,385,device_385_2,2025-12-02 11:21:45.615573,2025-12-02 11:49:25.615573,1660,39,17,f,post_feed,order_detail,paid,organic,banner,new_user,2026-01-25 02:16:11.657608
107,59,device_59_2,2026-01-23 03:22:58.615573,2026-01-23 03:35:20.615573,742,35,14,f,home,search,social,organic,push,brand_day,2026-01-25 02:16:11.657608
108,376,device_376_1,2026-01-18 22:29:28.615573,2026-01-18 22:32:13.615573,165,47,9,f,post_feed,settings,referral,baidu,push,618,2026-01-25 02:16:11.657608
109,482,device_482_3,2025-11-22 05:20:42.615573,2025-11-22 05:38:21.615573,1059,7,17,f,product_detail,post_detail,email,weixin,banner,,2026-01-25 02:16:11.657608
110,230,device_230_1,2025-11-02 02:58:43.615573,2025-11-02 03:19:27.615573,1244,8,6,f,product_detail,messages,email,weixin,paid,recall,2026-01-25 02:16:11.657608
111,197,device_197_2,2026-01-17 03:31:32.615573,2026-01-17 03:46:22.615573,890,41,7,f,post_feed,search,paid,baidu,push,recall,2026-01-25 02:16:11.657608
112,477,device_477_2,2025-12-06 00:17:22.615573,2025-12-06 00:33:42.615573,980,21,13,f,home,order_list,paid,douyin,paid,recall,2026-01-25 02:16:11.657608
113,97,device_97_3,2025-10-28 09:52:14.615573,2025-10-28 10:16:22.615573,1448,27,2,f,post_feed,search,direct,organic,paid,double11,2026-01-25 02:16:11.657608
114,426,device_426_1,2026-01-08 03:18:09.615573,2026-01-08 03:31:09.615573,780,44,11,f,post_feed,product_detail,email,xiaohongshu,referral,new_user,2026-01-25 02:16:11.657608
115,187,device_187_3,2025-12-21 08:55:56.615573,2025-12-21 08:57:38.615573,102,3,5,f,product_detail,cart,direct,baidu,paid,spring_sale,2026-01-25 02:16:11.657608
116,363,device_363_2,2025-11-30 10:34:20.615573,2025-11-30 10:53:29.615573,1149,24,16,f,product_detail,checkout,email,organic,paid,brand_day,2026-01-25 02:16:11.657608
117,350,device_350_3,2026-01-17 18:40:21.615573,2026-01-17 19:07:33.615573,1632,30,11,f,product_detail,order_detail,organic,weixin,paid,brand_day,2026-01-25 02:16:11.657608
118,320,device_320_3,2025-11-07 00:36:56.615573,2025-11-07 00:46:15.615573,559,9,13,f,home,messages,organic,douyin,organic,new_user,2026-01-25 02:16:11.657608
119,113,device_113_3,2025-11-06 15:36:33.615573,2025-11-06 15:49:43.615573,790,28,17,f,product_detail,home,email,baidu,organic,618,2026-01-25 02:16:11.657608
120,294,device_294_2,2025-11-03 20:29:54.615573,2025-11-03 20:41:37.615573,703,17,17,f,home,checkout,direct,direct,paid,spring_sale,2026-01-25 02:16:11.657608
121,475,device_475_2,2025-11-15 14:55:42.615573,2025-11-15 15:02:24.615573,402,22,12,f,product_detail,favorites,social,baidu,referral,,2026-01-25 02:16:11.657608
122,477,device_477_3,2026-01-03 03:02:14.615573,2026-01-03 03:25:43.615573,1409,43,10,f,post_feed,favorites,email,direct,banner,618,2026-01-25 02:16:11.657608
123,259,device_259_3,2025-12-06 04:12:28.615573,2025-12-06 04:36:35.615573,1447,33,9,f,post_feed,favorites,direct,organic,referral,618,2026-01-25 02:16:11.657608
124,146,device_146_3,2025-11-13 18:59:00.615573,2025-11-13 19:24:40.615573,1540,49,5,f,home,search,paid,douyin,push,spring_sale,2026-01-25 02:16:11.657608
125,460,device_460_2,2025-12-02 03:07:42.615573,2025-12-02 03:25:35.615573,1073,34,14,f,post_feed,home,organic,baidu,organic,recall,2026-01-25 02:16:11.657608
126,91,device_91_1,2025-11-08 05:47:56.615573,2025-11-08 06:09:33.615573,1297,34,16,f,product_detail,category,organic,organic,referral,,2026-01-25 02:16:11.657608
127,91,device_91_2,2026-01-19 00:10:33.615573,2026-01-19 00:12:08.615573,95,36,15,f,home,profile,referral,baidu,banner,618,2026-01-25 02:16:11.657608
128,207,device_207_1,2026-01-03 15:30:28.615573,2026-01-03 15:47:09.615573,1001,20,10,f,product_detail,checkout,organic,douyin,banner,brand_day,2026-01-25 02:16:11.657608
129,420,device_420_2,2025-11-22 13:40:46.615573,2025-11-22 14:01:33.615573,1247,18,7,f,home,favorites,organic,organic,banner,new_user,2026-01-25 02:16:11.657608
130,414,device_414_2,2025-11-07 15:56:23.615573,2025-11-07 16:14:29.615573,1086,21,4,f,home,messages,social,direct,push,spring_sale,2026-01-25 02:16:11.657608
131,487,device_487_3,2026-01-05 21:35:33.615573,2026-01-05 21:46:04.615573,631,3,2,f,home,order_list,direct,direct,referral,new_user,2026-01-25 02:16:11.657608
132,50,device_50_2,2025-11-08 04:28:52.615573,2025-11-08 04:35:01.615573,369,17,14,f,post_feed,order_detail,email,direct,referral,,2026-01-25 02:16:11.657608
133,471,device_471_3,2025-11-11 06:52:27.615573,2025-11-11 06:53:03.615573,36,18,6,t,product_detail,order_detail,social,weixin,banner,double11,2026-01-25 02:16:11.657608
134,461,device_461_2,2025-10-31 01:10:39.615573,2025-10-31 01:27:29.615573,1010,7,14,f,post_feed,order_list,direct,douyin,referral,spring_sale,2026-01-25 02:16:11.657608
135,190,device_190_3,2025-12-23 11:53:01.615573,2025-12-23 12:14:11.615573,1270,50,6,f,home,messages,referral,douyin,organic,double11,2026-01-25 02:16:11.657608
136,495,device_495_1,2025-11-05 11:27:09.615573,2025-11-05 11:46:05.615573,1136,23,20,f,product_detail,cart,referral,baidu,banner,618,2026-01-25 02:16:11.657608
137,234,device_234_3,2025-12-23 18:37:04.615573,2025-12-23 18:47:57.615573,653,10,16,f,post_feed,settings,organic,baidu,paid,618,2026-01-25 02:16:11.657608
138,382,device_382_1,2025-11-25 04:40:01.615573,2025-11-25 04:58:41.615573,1120,6,8,f,product_detail,checkout,email,xiaohongshu,push,spring_sale,2026-01-25 02:16:11.657608
139,284,device_284_2,2025-11-14 01:44:04.615573,2025-11-14 01:56:57.615573,773,4,19,f,post_feed,settings,direct,direct,organic,spring_sale,2026-01-25 02:16:11.657608
140,56,device_56_1,2025-11-25 10:55:39.615573,2025-11-25 11:21:09.615573,1530,37,4,f,home,cart,organic,weixin,organic,,2026-01-25 02:16:11.657608
141,393,device_393_1,2025-11-15 17:25:44.615573,2025-11-15 17:32:52.615573,428,43,16,f,product_detail,post_detail,social,xiaohongshu,push,618,2026-01-25 02:16:11.657608
142,204,device_204_3,2025-11-12 14:12:47.615573,2025-11-12 14:35:59.615573,1392,49,15,f,post_feed,search,organic,direct,referral,spring_sale,2026-01-25 02:16:11.657608
143,326,device_326_3,2025-12-21 00:00:20.615573,2025-12-21 00:04:02.615573,222,24,20,f,product_detail,post_feed,direct,baidu,push,,2026-01-25 02:16:11.657608
144,496,device_496_2,2025-12-08 02:12:52.615573,2025-12-08 02:36:17.615573,1405,3,11,f,post_feed,order_detail,organic,xiaohongshu,organic,recall,2026-01-25 02:16:11.657608
145,287,device_287_3,2026-01-09 03:44:07.615573,2026-01-09 03:47:25.615573,198,29,19,f,post_feed,home,organic,direct,push,double11,2026-01-25 02:16:11.657608
146,341,device_341_2,2026-01-05 06:22:07.615573,2026-01-05 06:43:57.615573,1310,36,17,f,home,messages,paid,direct,banner,spring_sale,2026-01-25 02:16:11.657608
147,268,device_268_2,2025-11-27 05:04:11.615573,2025-11-27 05:20:09.615573,958,42,4,f,product_detail,settings,email,xiaohongshu,banner,recall,2026-01-25 02:16:11.657608
148,18,device_18_2,2026-01-05 05:28:33.615573,2026-01-05 05:30:57.615573,144,23,19,f,post_feed,coupon_center,direct,organic,paid,618,2026-01-25 02:16:11.657608
149,138,device_138_1,2025-11-01 03:52:44.615573,2025-11-01 04:03:58.615573,674,3,5,f,post_feed,category,organic,xiaohongshu,organic,double11,2026-01-25 02:16:11.657608
150,124,device_124_3,2026-01-08 22:51:37.615573,2026-01-08 23:08:39.615573,1022,23,15,f,product_detail,post_feed,email,douyin,referral,new_user,2026-01-25 02:16:11.657608
151,35,device_35_1,2026-01-10 13:57:07.615573,2026-01-10 14:02:16.615573,309,49,7,f,home,category,referral,xiaohongshu,organic,brand_day,2026-01-25 02:16:11.657608
152,89,device_89_3,2025-12-21 22:57:39.615573,2025-12-21 23:25:44.615573,1685,24,14,f,product_detail,category,social,weixin,banner,new_user,2026-01-25 02:16:11.657608
153,491,device_491_1,2026-01-12 10:53:22.615573,2026-01-12 11:15:25.615573,1323,30,10,f,home,category,direct,douyin,organic,recall,2026-01-25 02:16:11.657608
154,467,device_467_1,2025-11-02 01:03:55.615573,2025-11-02 01:31:18.615573,1643,33,5,f,product_detail,search,referral,organic,referral,618,2026-01-25 02:16:11.657608
155,176,device_176_3,2025-10-28 03:44:35.615573,2025-10-28 03:50:27.615573,352,38,8,f,post_feed,settings,email,direct,push,,2026-01-25 02:16:11.657608
156,262,device_262_2,2025-11-25 18:32:05.615573,2025-11-25 18:33:12.615573,67,50,4,f,home,order_detail,paid,baidu,paid,618,2026-01-25 02:16:11.657608
157,125,device_125_2,2025-12-26 08:38:59.615573,2025-12-26 09:06:28.615573,1649,48,17,f,post_feed,favorites,organic,douyin,organic,spring_sale,2026-01-25 02:16:11.657608
158,402,device_402_2,2026-01-19 11:58:36.615573,2026-01-19 12:18:25.615573,1189,31,16,f,product_detail,settings,paid,organic,banner,double11,2026-01-25 02:16:11.657608
