page_view_id,user_id,session_id,page_name,page_url,referrer,duration_seconds,scroll_depth_pct,view_time,created_at
252,337,45,post_feed,,,85,64,2026-01-02 23:25:09.615573,2026-01-25 02:16:11.74548
253,337,45,order_detail,,,91,48,2026-01-02 23:26:17.615573,2026-01-25 02:16:11.74548
254,337,45,coupon_center,,,28,91,2026-01-02 23:28:11.615573,2026-01-25 02:16:11.74548
255,337,45,post_feed,,,32,69,2026-01-02 23:29:37.615573,2026-01-25 02:16:11.74548
256,114,46,post_feed,,,86,58,2025-12-11 22:26:29.615573,2026-01-25 02:16:11.74548
257,114,46,coupon_center,,,9,44,2025-12-11 22:26:59.615573,2026-01-25 02:16:11.74548
258,114,46,profile,,,108,87,2025-12-11 22:26:55.615573,2026-01-25 02:16:11.74548
259,114,46,profile,,,43,98,2025-12-11 22:28:41.615573,2026-01-25 02:16:11.74548
260,114,46,home,,,64,64,2025-12-11 22:27:57.615573,2026-01-25 02:16:11.74548
261,114,46,favorites,,,27,20,2025-12-11 22:30:29.615573,2026-01-25 02:16:11.74548
262,114,46,checkout,,,98,39,2025-12-11 22:30:17.615573,2026-01-25 02:16:11.74548
263,143,47,order_list,,,69,60,2025-12-13 11:04:49.615573,2026-01-25 02:16:11.74548
264,143,47,search,,,88,83,2025-12-13 11:05:46.615573,2026-01-25 02:16:11.74548
265,143,47,order_detail,,,25,82,2025-12-13 11:05:59.615573,2026-01-25 02:16:11.74548
266,143,47,profile,,,58,52,2025-12-13 11:06:46.615573,2026-01-25 02:16:11.74548
267,462,48,favorites,,,53,38,2026-01-04 17:11:01.615573,2026-01-25 02:16:11.74548
268,462,48,product_detail,,,108,60,2026-01-04 17:11:33.615573,2026-01-25 02:16:11.74548
269,462,48,post_feed,,,120,88,2026-01-04 17:12:35.615573,2026-01-25 02:16:11.74548
270,462,48,post_feed,,,41,65,2026-01-04 17:12:31.615573,2026-01-25 02:16:11.74548
271,462,48,order_detail,,,68,44,2026-01-04 17:15:01.615573,2026-01-25 02:16:11.74548
272,462,48,cart,,,79,31,2026-01-04 17:12:56.615573,2026-01-25 02:16:11.74548
273,462,48,post_feed,,,104,100,2026-01-04 17:12:19.615573,2026-01-25 02:16:11.74548
274,462,48,coupon_center,,,36,26,2026-01-04 17:14:10.615573,2026-01-25 02:16:11.74548
275,462,48,messages,,,97,82,2026-01-04 17:14:53.615573,2026-01-25 02:16:11.74548
276,23,49,post_feed,,,100,82,2025-11-07 15:53:25.615573,2026-01-25 02:16:11.74548
277,23,49,search,,,96,69,2025-11-07 15:53:56.615573,2026-01-25 02:16:11.74548
278,23,49,coupon_center,,,48,64,2025-11-07 15:54:03.615573,2026-01-25 02:16:11.74548
279,23,49,favorites,,,91,66,2025-11-07 15:53:58.615573,2026-01-25 02:16:11.74548
280,23,49,cart,,,55,29,2025-11-07 15:55:37.615573,2026-01-25 02:16:11.74548
281,23,49,category,,,9,83,2025-11-07 15:58:15.615573,2026-01-25 02:16:11.74548
282,23,49,search,,,74,35,2025-11-07 15:57:55.615573,2026-01-25 02:16:11.74548
283,422,50,checkout,,,67,48,2025-11-04 09:43:49.615573,2026-01-25 02:16:11.74548
284,422,50,home,,,25,33,2025-11-04 09:44:04.615573,2026-01-25 02:16:11.74548
285,262,51,checkout,,,119,68,2025-11-22 20:58:30.615573,2026-01-25 02:16:11.74548
286,262,51,order_detail,,,119,100,2025-11-22 20:58:40.615573,2026-01-25 02:16:11.74548
287,262,51,product_detail,,,105,81,2025-11-22 21:00:02.615573,2026-01-25 02:16:11.74548
288,262,51,category,,,79,63,2025-11-22 21:01:12.615573,2026-01-25 02:16:11.74548
289,35,52,coupon_center,,,43,39,2025-12-20 23:23:06.615573,2026-01-25 02:16:11.74548
290,35,52,order_detail,,,118,77,2025-12-20 23:23:44.615573,2026-01-25 02:16:11.74548
291,35,52,favorites,,,41,33,2025-12-20 23:24:16.615573,2026-01-25 02:16:11.74548
