id,product_id,tag_name,tag_type,created_at
266,104,热销,promotion,2025-12-12 07:32:37.520077
267,105,文艺,style,2025-12-20 08:46:35.520077
268,105,四季通用,season,2025-12-20 08:46:35.520077
269,105,急速发货,feature,2025-12-20 08:46:35.520077
270,106,秒杀,promotion,2025-11-11 07:16:39.520077
271,106,夏季清凉,season,2025-11-11 07:16:39.520077
272,106,包邮,feature,2025-11-11 07:16:39.520077
273,107,七天无理由,feature,2025-12-26 20:04:38.520077
274,107,国潮,style,2025-12-26 20:04:38.520077
275,108,家庭装,audience,2025-12-25 17:40:09.520077
276,108,春季新款,season,2025-12-25 17:40:09.520077
277,109,秋冬保暖,season,2025-11-09 20:59:57.520077
278,109,正品保证,feature,2025-11-09 20:59:57.520077
279,109,轻奢,style,2025-11-09 20:59:57.520077
280,110,自营,feature,2025-11-21 07:23:45.520077
281,110,秒杀,promotion,2025-11-21 07:23:45.520077
282,110,轻奢,style,2025-11-21 07:23:45.520077
283,111,复古,style,2025-12-18 19:32:48.520077
284,111,春季新款,season,2025-12-18 19:32:48.520077
285,111,白领首选,audience,2025-12-18 19:32:48.520077
286,112,夏季清凉,season,2025-12-04 06:32:12.520077
287,112,正品保证,feature,2025-12-04 06:32:12.520077
288,113,正品保证,feature,2025-11-10 10:00:27.520077
289,113,夏季清凉,season,2025-11-10 10:00:27.520077
290,114,学生专享,audience,2026-01-24 22:25:15.520077
291,114,简约,style,2026-01-24 22:25:15.520077
292,115,简约,style,2025-12-30 23:27:49.520077
293,116,夏季清凉,season,2025-11-10 05:09:41.520077
294,116,限时特惠,promotion,2025-11-10 05:09:41.520077
295,117,四季通用,season,2025-12-17 19:41:17.520077
296,117,情侣款,audience,2025-12-17 19:41:17.520077
297,117,七天无理由,feature,2025-12-17 19:41:17.520077
298,118,春季新款,season,2025-11-06 19:28:52.520077
299,118,情侣款,audience,2025-11-06 19:28:52.520077
300,118,秒杀,promotion,2025-11-06 19:28:52.520077
301,119,七天无理由,feature,2025-11-03 14:03:06.520077
302,120,买一送一,promotion,2026-01-11 04:15:03.520077
303,120,正品保证,feature,2026-01-11 04:15:03.520077
304,120,夏季清凉,season,2026-01-11 04:15:03.520077
305,120,白领首选,audience,2026-01-11 04:15:03.520077
306,121,家庭装,audience,2025-11-02 22:44:08.520077
307,121,正品保证,feature,2025-11-02 22:44:08.520077
308,122,夏季清凉,season,2025-10-30 07:16:27.520077
309,122,限时特惠,promotion,2025-10-30 07:16:27.520077
310,123,热销,promotion,2025-11-27 18:22:13.520077
311,123,情侣款,audience,2025-11-27 18:22:13.520077
312,123,潮流,style,2025-11-27 18:22:13.520077
313,123,春季新款,season,2025-11-27 18:22:13.520077
314,124,国潮,style,2025-11-15 02:14:29.520077
315,124,秒杀,promotion,2025-11-15 02:14:29.520077
316,124,白领首选,audience,2025-11-15 02:14:29.520077
317,125,家庭装,audience,2025-11-17 15:26:00.520077
318,125,限时特惠,promotion,2025-11-17 15:26:00.520077
319,125,急速发货,feature,2025-11-17 15:26:00.520077
320,125,春季新款,season,2025-11-17 15:26:00.520077
321,126,满减,promotion,2025-11-27 21:56:51.520077
322,126,夏季清凉,season,2025-11-27 21:56:51.520077
323,127,热销,promotion,2025-12-09 08:42:52.520077
324,127,四季通用,season,2025-12-09 08:42:52.520077
325,127,自营,feature,2025-12-09 08:42:52.520077
326,128,正品保证,feature,2025-12-09 20:49:49.520077
327,128,复古,style,2025-12-09 20:49:49.520077
328,129,情侣款,audience,2026-01-06 01:04:10.520077
329,129,夏季清凉,season,2026-01-06 01:04:10.520077
330,129,复古,style,2026-01-06 01:04:10.520077
331,130,急速发货,feature,2025-11-10 17:24:46.520077
332,130,满减,promotion,2025-11-10 17:24:46.520077
333,131,家庭装,audience,2025-11-30 05:22:01.520077
334,132,白领首选,audience,2025-10-31 01:52:55.520077
335,132,四季通用,season,2025-10-31 01:52:55.520077
336,132,简约,style,2025-10-31 01:52:55.520077
337,132,正品保证,feature,2025-10-31 01:52:55.520077
338,133,白领首选,audience,2025-11-03 04:31:07.520077
339,134,四季通用,season,2025-11-12 05:39:19.520077
340,134,情侣款,audience,2025-11-12 05:39:19.520077
341,134,满减,promotion,2025-11-12 05:39:19.520077
342,135,秒杀,promotion,2025-11-08 03:19:32.520077
343,135,夏季清凉,season,2025-11-08 03:19:32.520077
344,135,家庭装,audience,2025-11-08 03:19:32.520077
345,135,包邮,feature,2025-11-08 03:19:32.520077
346,136,秋冬保暖,season,2025-11-02 03:40:13.520077
347,136,国潮,style,2025-11-02 03:40:13.520077
348,137,七天无理由,feature,2025-12-19 15:53:55.520077
349,138,春季新款,season,2025-12-13 02:34:23.520077
350,139,七天无理由,feature,2026-01-23 21:27:40.520077
351,139,四季通用,season,2026-01-23 21:27:40.520077
352,139,满减,promotion,2026-01-23 21:27:40.520077
353,140,潮流,style,2026-01-13 04:00:10.520077
354,141,急速发货,feature,2025-11-27 18:29:49.520077
355,141,秋冬保暖,season,2025-11-27 18:29:49.520077
356,141,买一送一,promotion,2025-11-27 18:29:49.520077
357,142,送礼佳品,audience,2025-11-24 17:13:57.520077
358,143,秋冬保暖,season,2025-12-31 04:33:12.520077
359,143,简约,style,2025-12-31 04:33:12.520077
360,144,夏季清凉,season,2025-12-03 23:54:29.520077
361,145,轻奢,style,2025-11-29 23:05:53.520077
362,146,急速发货,feature,2025-12-22 19:47:05.520077
363,146,春季新款,season,2025-12-22 19:47:05.520077
364,146,秒杀,promotion,2025-12-22 19:47:05.520077
365,146,送礼佳品,audience,2025-12-22 19:47:05.520077
366,147,四季通用,season,2025-11-13 08:35:44.520077
367,148,夏季清凉,season,2026-01-05 23:29:46.520077
368,148,清仓,promotion,2026-01-05 23:29:46.520077
369,148,简约,style,2026-01-05 23:29:46.520077
370,149,情侣款,audience,2025-11-27 00:21:29.520077
371,149,潮流,style,2025-11-27 00:21:29.520077
372,149,夏季清凉,season,2025-11-27 00:21:29.520077
373,150,家庭装,audience,2025-10-29 14:16:34.520077
374,150,正品保证,feature,2025-10-29 14:16:34.520077
375,150,复古,style,2025-10-29 14:16:34.520077
376,151,进口,feature,2026-01-06 10:31:38.520077
377,151,春季新款,season,2026-01-06 10:31:38.520077
378,151,清仓,promotion,2026-01-06 10:31:38.520077
379,152,四季通用,season,2026-01-09 06:30:24.520077
380,152,轻奢,style,2026-01-09 06:30:24.520077
381,152,自营,feature,2026-01-09 06:30:24.520077
382,153,四季通用,season,2025-12-24 20:57:10.520077
383,153,国潮,style,2025-12-24 20:57:10.520077
384,153,学生专享,audience,2025-12-24 20:57:10.520077
385,153,七天无理由,feature,2025-12-24 20:57:10.520077
386,154,送礼佳品,audience,2026-01-15 11:15:52.520077
387,154,包邮,feature,2026-01-15 11:15:52.520077
388,154,夏季清凉,season,2026-01-15 11:15:52.520077
389,154,文艺,style,2026-01-15 11:15:52.520077
390,155,自营,feature,2025-12-04 06:51:18.520077
391,155,送礼佳品,audience,2025-12-04 06:51:18.520077
392,155,夏季清凉,season,2025-12-04 06:51:18.520077
393,156,学生专享,audience,2026-01-13 16:56:53.520077
394,157,送礼佳品,audience,2025-11-01 21:07:13.520077
395,157,急速发货,feature,2025-11-01 21:07:13.520077
396,158,进口,feature,2026-01-23 20:31:55.520077
397,158,国潮,style,2026-01-23 20:31:55.520077
398,158,春季新款,season,2026-01-23 20:31:55.520077
399,158,送礼佳品,audience,2026-01-23 20:31:55.520077
400,159,家庭装,audience,2025-12-27 00:18:52.520077
401,159,四季通用,season,2025-12-27 00:18:52.520077
402,159,急速发货,feature,2025-12-27 00:18:52.520077
403,160,夏季清凉,season,2025-12-22 11:52:34.520077
404,160,简约,style,2025-12-22 11:52:34.520077
405,160,进口,feature,2025-12-22 11:52:34.520077
406,161,学生专享,audience,2026-01-08 15:46:14.520077
407,161,急速发货,feature,2026-01-08 15:46:14.520077
408,161,复古,style,2026-01-08 15:46:14.520077
409,162,情侣款,audience,2025-12-27 17:59:35.520077
410,162,夏季清凉,season,2025-12-27 17:59:35.520077
411,163,春季新款,season,2025-12-16 21:53:26.520077
412,163,包邮,feature,2025-12-16 21:53:26.520077
413,164,满减,promotion,2025-11-17 16:10:30.520077
414,164,送礼佳品,audience,2025-11-17 16:10:30.520077
415,165,自营,feature,2026-01-03 04:26:29.520077
416,166,复古,style,2026-01-03 13:51:26.520077
417,166,秋冬保暖,season,2026-01-03 13:51:26.520077
418,166,限时特惠,promotion,2026-01-03 13:51:26.520077
419,166,送礼佳品,audience,2026-01-03 13:51:26.520077
420,167,七天无理由,feature,2026-01-18 16:22:31.520077
421,168,国潮,style,2025-11-09 07:58:21.520077
422,168,满减,promotion,2025-11-09 07:58:21.520077
423,168,白领首选,audience,2025-11-09 07:58:21.520077
424,168,急速发货,feature,2025-11-09 07:58:21.520077
425,169,自营,feature,2025-12-14 13:57:03.520077
426,169,家庭装,audience,2025-12-14 13:57:03.520077
427,169,轻奢,style,2025-12-14 13:57:03.520077
428,169,新品,promotion,2025-12-14 13:57:03.520077
429,170,新品,promotion,2026-01-22 11:39:17.520077
430,170,轻奢,style,2026-01-22 11:39:17.520077
431,170,秋冬保暖,season,2026-01-22 11:39:17.520077
432,170,包邮,feature,2026-01-22 11:39:17.520077
433,171,满减,promotion,2025-11-20 10:14:17.520077
434,171,家庭装,audience,2025-11-20 10:14:17.520077
435,172,春季新款,season,2026-01-03 20:40:06.520077
436,173,清仓,promotion,2025-12-27 22:12:10.520077
437,173,情侣款,audience,2025-12-27 22:12:10.520077
438,173,简约,style,2025-12-27 22:12:10.520077
439,173,四季通用,season,2025-12-27 22:12:10.520077
440,174,自营,feature,2025-12-20 23:37:37.520077
441,174,潮流,style,2025-12-20 23:37:37.520077
442,174,学生专享,audience,2025-12-20 23:37:37.520077
443,175,进口,feature,2025-12-14 03:21:23.520077
444,175,秒杀,promotion,2025-12-14 03:21:23.520077
445,175,春季新款,season,2025-12-14 03:21:23.520077
446,176,急速发货,feature,2025-12-12 13:33:00.520077
447,176,白领首选,audience,2025-12-12 13:33:00.520077
448,176,春季新款,season,2025-12-12 13:33:00.520077
449,177,四季通用,season,2025-11-19 06:59:29.520077
450,178,四季通用,season,2025-12-27 05:49:25.520077
451,178,进口,feature,2025-12-27 05:49:25.520077
452,179,急速发货,feature,2025-11-10 01:19:09.520077
453,179,轻奢,style,2025-11-10 01:19:09.520077
454,179,热销,promotion,2025-11-10 01:19:09.520077
455,180,急速发货,feature,2025-12-31 09:21:37.520077
456,180,潮流,style,2025-12-31 09:21:37.520077
457,180,情侣款,audience,2025-12-31 09:21:37.520077
458,181,秋冬保暖,season,2025-12-28 14:31:46.520077
459,181,包邮,feature,2025-12-28 14:31:46.520077
460,181,轻奢,style,2025-12-28 14:31:46.520077
461,181,学生专享,audience,2025-12-28 14:31:46.520077
462,182,学生专享,audience,2025-12-02 21:00:10.520077
463,182,限时特惠,promotion,2025-12-02 21:00:10.520077
464,182,国潮,style,2025-12-02 21:00:10.520077
465,182,进口,feature,2025-12-02 21:00:10.520077
466,183,进口,feature,2025-11-08 18:02:10.520077
467,183,秒杀,promotion,2025-11-08 18:02:10.520077
468,184,春季新款,season,2025-12-25 05:40:34.520077
469,185,正品保证,feature,2025-12-13 15:33:24.520077
470,186,秋冬保暖,season,2025-11-08 17:29:26.520077
471,186,包邮,feature,2025-11-08 17:29:26.520077
472,186,学生专享,audience,2025-11-08 17:29:26.520077
473,187,正品保证,feature,2025-12-02 21:36:31.520077
474,187,潮流,style,2025-12-02 21:36:31.520077
475,187,清仓,promotion,2025-12-02 21:36:31.520077
476,188,热销,promotion,2026-01-07 23:13:07.520077
477,188,文艺,style,2026-01-07 23:13:07.520077
478,189,清仓,promotion,2026-01-20 19:57:37.520077
479,189,送礼佳品,audience,2026-01-20 19:57:37.520077
480,189,轻奢,style,2026-01-20 19:57:37.520077
481,190,急速发货,feature,2025-12-13 01:09:31.520077
482,190,简约,style,2025-12-13 01:09:31.520077
483,191,自营,feature,2025-11-07 21:12:51.520077
484,191,买一送一,promotion,2025-11-07 21:12:51.520077
485,191,四季通用,season,2025-11-07 21:12:51.520077
486,192,学生专享,audience,2025-12-04 08:44:13.520077
487,193,满减,promotion,2026-01-19 06:09:52.520077
488,193,送礼佳品,audience,2026-01-19 06:09:52.520077
489,193,四季通用,season,2026-01-19 06:09:52.520077
490,193,轻奢,style,2026-01-19 06:09:52.520077
491,194,秒杀,promotion,2025-12-12 08:22:55.520077
492,194,春季新款,season,2025-12-12 08:22:55.520077
493,194,进口,feature,2025-12-12 08:22:55.520077
494,195,清仓,promotion,2025-10-28 03:26:17.520077
495,195,春季新款,season,2025-10-28 03:26:17.520077
496,195,简约,style,2025-10-28 03:26:17.520077
497,196,国潮,style,2025-11-10 21:36:28.520077
498,196,新品,promotion,2025-11-10 21:36:28.520077
499,196,学生专享,audience,2025-11-10 21:36:28.520077
500,197,家庭装,audience,2026-01-05 18:16:04.520077
501,197,夏季清凉,season,2026-01-05 18:16:04.520077
502,198,家庭装,audience,2025-12-31 10:00:32.520077
503,198,潮流,style,2025-12-31 10:00:32.520077
504,198,春季新款,season,2025-12-31 10:00:32.520077
505,199,正品保证,feature,2026-01-23 06:15:19.520077
506,199,情侣款,audience,2026-01-23 06:15:19.520077
