payment_id,payment_no,order_id,user_id,amount,payment_method,payment_channel,status,transaction_id,paid_at,failure_reason,refund_amount,refunded_at,created_at
287937641304,PAY287937641304,393429929518,494,469.72,credit_card,,success,f9876bba-aa37-451c-958c-bfb670ede752,2025-12-10 19:23:07.499656,,0.00,,2025-12-10 19:23:07.499656
983344904958,PAY983344904958,514355259275,62,1689.55,alipay,,success,979b3406-8ddc-45fd-8e02-8ece62ed24c1,2026-01-06 13:16:42.499656,,0.00,,2026-01-06 13:16:42.499656
104411007501,PAY104411007501,508493516900,70,14197.09,alipay,,success,caafca50-13d4-42a9-948a-2f3d0c0f82a9,2025-12-31 04:08:27.499656,,0.00,,2025-12-31 04:08:27.499656
322173408592,PAY322173408592,873609195252,326,319.64,wechat,,success,00c89e98-fd97-4edf-94ad-de7b34794e50,2025-11-24 21:57:56.499656,,0.00,,2025-11-24 21:57:56.499656
626806402398,PAY626806402398,730687265789,249,817.19,alipay,,success,6bdc62b6-d3b1-4153-9344-050a5a08be10,2025-11-29 03:34:54.499656,,0.00,,2025-11-29 03:34:54.499656
829111215119,PAY829111215119,193308176526,42,139.80,wechat,,success,f44ae2aa-9020-4bd9-a970-e76cd62ae54d,2026-01-13 23:53:49.499656,,0.00,,2026-01-13 23:53:49.499656
542233111428,PAY542233111428,825390034143,275,757.79,alipay,,success,4c8aa18e-66ba-4c40-af05-785f99f6a5a1,2025-11-07 04:04:48.499656,,0.00,,2025-11-07 04:04:48.499656
230312574143,PAY230312574143,872376510162,314,7169.23,alipay,,success,952e81a6-fafe-4a38-87f6-513038b878e6,2026-01-11 14:43:24.499656,,0.00,,2026-01-11 14:43:24.499656
640283190900,PAY640283190900,209951335541,377,426.40,alipay,,success,a021aef9-4df1-4823-91bc-7400f91dd240,2025-11-28 04:11:03.499656,,0.00,,2025-11-28 04:11:03.499656
889469395036,PAY889469395036,857611769422,358,706.07,alipay,,success,6d4968ca-cf75-4222-8dd7-f6908091a6e3,2025-12-07 12:41:27.499656,,0.00,,2025-12-07 12:41:27.499656
777135207974,PAY777135207974,374626713354,105,3330.17,alipay,,success,aaa3ae4d-0f25-4d37-9899-c5d8a000d83d,2026-01-04 06:27:40.499656,,0.00,,2026-01-04 06:27:40.499656
215199091248,PAY215199091248,974963674736,361,3220.34,wechat,,refunded,7e2b5004-49af-408a-bd28-63a2774e2dab,2025-12-29 18:46:14.499656,,0.00,2026-01-06 06:46:14.499656,2025-12-29 18:46:14.499656
562483187814,PAY562483187814,938470104170,68,4663.93,wechat,,success,262bb174-d99c-42b5-ac9d-778598023e3f,2025-11-12 16:09:50.499656,,0.00,,2025-11-12 16:09:50.499656
558450257581,PAY558450257581,931446472083,241,15920.80,alipay,,success,a9febaf0-44e8-42da-9673-e73bdca778cf,2025-12-02 18:01:14.499656,,0.00,,2025-12-02 18:01:14.499656
601893893182,PAY601893893182,808304913347,241,5842.41,credit_card,,success,4fe6ce66-44a5-483e-a7cc-8f5550b28ec1,2026-01-18 10:01:59.499656,,0.00,,2026-01-18 10:01:59.499656
432080316704,PAY432080316704,698714507218,33,24456.13,alipay,,success,a92f8641-92b4-4241-86d3-603fb7c3e61e,2025-12-06 13:35:39.499656,,0.00,,2025-12-06 13:35:39.499656
860044736172,PAY860044736172,279537093740,255,12822.86,wechat,,success,852bccd3-1199-4457-a04d-75953735a772,2025-11-29 04:25:23.499656,,0.00,,2025-11-29 04:25:23.499656
580546126282,PAY580546126282,338433043962,55,1013.99,alipay,,success,4cf71b2a-de92-4f19-836b-a27dafb94400,2025-11-23 18:50:19.499656,,0.00,,2025-11-23 18:50:19.499656
770824431880,PAY770824431880,839121738937,106,5675.20,credit_card,,success,cbe21208-433e-4879-999a-bf98bf5d75e9,2025-11-01 10:21:28.499656,,0.00,,2025-11-01 10:21:28.499656
891049580127,PAY891049580127,954871190163,142,10594.44,wechat,,success,237b7d41-8e6f-4cdf-a41a-c86f4d5b1157,2026-01-24 04:41:33.499656,,0.00,,2026-01-24 04:41:33.499656
716795976083,PAY716795976083,819347429757,184,5337.47,alipay,,success,02105811-49f9-4f4c-993e-07a46c996f3f,2025-12-15 20:30:34.499656,,0.00,,2025-12-15 20:30:34.499656
679278263152,PAY679278263152,873106393962,468,3889.63,alipay,,success,f583facf-f997-4b8a-b854-7c89e58c1d3f,2025-12-22 13:58:28.499656,,0.00,,2025-12-22 13:58:28.499656
310354138382,PAY310354138382,939916283615,346,289.55,alipay,,success,cad510e2-1cd0-40b4-a674-50fc2f1d546a,2025-12-25 16:10:12.499656,,0.00,,2025-12-25 16:10:12.499656
401633516966,PAY401633516966,862950607849,171,2870.91,wechat,,success,187c2fc1-a42e-4ed0-8b34-85045607614c,2026-01-21 06:49:29.499656,,0.00,,2026-01-21 06:49:29.499656
441810807516,PAY441810807516,550080402965,227,3516.50,alipay,,success,00e1e1bf-b569-4ed0-a3e4-5bdf381b312f,2026-01-22 03:25:23.499656,,0.00,,2026-01-22 03:25:23.499656
611101508220,PAY611101508220,658124067006,2,1484.85,balance,,success,60d19ebe-9cb1-4120-9d5f-7b2c06c3e93d,2025-11-15 06:31:21.499656,,0.00,,2025-11-15 06:31:21.499656
333652738078,PAY333652738078,162680535291,89,79.51,wechat,,success,ca3dd8fe-82df-48c4-91c2-40a8c3f30bf5,2025-12-17 01:16:37.499656,,0.00,,2025-12-17 01:16:37.499656
803324930988,PAY803324930988,500831699752,465,161.03,wechat,,success,82b63e63-1ef5-4d51-9bc0-a002fbedfd39,2025-12-06 11:38:29.499656,,0.00,,2025-12-06 11:38:29.499656
122815427253,PAY122815427253,627728725300,119,18434.69,wechat,,success,0b417eff-3fe6-4a6b-b982-f0502dcd32d6,2026-01-05 13:28:04.499656,,0.00,,2026-01-05 13:28:04.499656
907955656621,PAY907955656621,634645978810,161,1673.53,wechat,,success,2bf5c2b5-3b2c-494f-81a4-509851f1bfd8,2025-12-29 03:38:41.499656,,0.00,,2025-12-29 03:38:41.499656
196033169505,PAY196033169505,943530348673,259,78.53,wechat,,success,ce299782-3efe-41aa-b62a-0f011e3ff5e8,2025-12-03 10:11:36.499656,,0.00,,2025-12-03 10:11:36.499656
188899168159,PAY188899168159,400226613987,269,46.79,wechat,,success,022045b8-7e31-4653-9eab-b5235259023f,2025-11-23 17:56:07.499656,,0.00,,2025-11-23 17:56:07.499656
644312295185,PAY644312295185,676439804486,125,473.16,credit_card,,success,626cb9a2-973a-4e4c-bc23-8be47abecd57,2025-12-16 16:17:14.499656,,0.00,,2025-12-16 16:17:14.499656
110397232691,PAY110397232691,857150918353,54,570.64,wechat,,success,20f227bc-304b-45b3-830e-0410fcd082e5,2025-12-31 05:14:05.499656,,0.00,,2025-12-31 05:14:05.499656
775906525169,PAY775906525169,995338147760,234,2192.63,wechat,,success,08c10f34-a26f-4925-8596-c1125993085d,2025-12-21 11:43:23.499656,,0.00,,2025-12-21 11:43:23.499656
428580838362,PAY428580838362,636201253062,11,509.24,wechat,,success,96c3b7f2-10dc-4c51-97eb-8d1567609512,2025-11-18 08:52:02.499656,,0.00,,2025-11-18 08:52:02.499656
341983518142,PAY341983518142,210588392966,175,1063.53,wechat,,success,8513b794-064e-4fd7-910f-62de859d0889,2026-01-13 06:22:06.499656,,0.00,,2026-01-13 06:22:06.499656
890260214366,PAY890260214366,614494639809,99,4637.08,alipay,,success,46b48f0e-e42d-4240-a098-ebfb0decf8af,2026-01-09 14:33:29.499656,,0.00,,2026-01-09 14:33:29.499656
629593599024,PAY629593599024,955822203322,348,5770.10,alipay,,success,186b4531-3639-46c7-8bdd-39a9f9a6532d,2025-12-01 00:02:24.499656,,0.00,,2025-12-01 00:02:24.499656
346573888721,PAY346573888721,634395796703,220,5109.15,alipay,,success,f905fba8-5440-4396-b2a8-5f2c02db6fdf,2025-12-22 23:29:10.499656,,0.00,,2025-12-22 23:29:10.499656
497680848161,PAY497680848161,923183118384,176,143.24,alipay,,success,55282608-9368-4dd9-866f-7ec11817c3b7,2025-11-14 16:34:04.499656,,0.00,,2025-11-14 16:34:04.499656
785703477043,PAY785703477043,595126953690,57,3238.02,alipay,,success,833c3481-fc50-401e-9a2b-8685935f0320,2025-12-31 21:24:05.499656,,0.00,,2025-12-31 21:24:05.499656
610815763409,PAY610815763409,628361524474,355,11072.98,wechat,,success,3d313949-077d-4e55-9995-3b808c8e1968,2025-12-01 10:52:44.499656,,0.00,,2025-12-01 10:52:44.499656
710360821040,PAY710360821040,622657904354,399,3425.48,alipay,,success,fa03d06a-c51f-44b3-bf64-841a04eea815,2026-01-03 11:26:31.499656,,0.00,,2026-01-03 11:26:31.499656
657818779186,PAY657818779186,483909896864,202,8883.51,wechat,,success,b1bd9757-1979-4e51-921e-c66a3ce57113,2025-11-01 04:52:45.499656,,0.00,,2025-11-01 04:52:45.499656
769383359074,PAY769383359074,535881401245,373,709.54,wechat,,success,e7500f7e-aaaf-43e5-8b76-24032d2ef46c,2025-12-09 00:51:57.499656,,0.00,,2025-12-09 00:51:57.499656
574054408412,PAY574054408412,461539723213,181,604.79,alipay,,success,8e38c733-6c50-48b7-8b27-7d76d912e635,2025-11-10 21:19:44.499656,,0.00,,2025-11-10 21:19:44.499656
178205249170,PAY178205249170,130566749681,498,1336.95,wechat,,success,afe1ef88-948c-4d4f-9ced-c4f875514a53,2025-11-20 13:13:14.499656,,0.00,,2025-11-20 13:13:14.499656
360394395144,PAY360394395144,496163434322,361,5719.17,alipay,,success,8cff629a-bff0-4a6f-ac44-59f87b0eb6a1,2025-12-11 05:06:10.499656,,0.00,,2025-12-11 05:06:10.499656
196149709691,PAY196149709691,613284540228,80,1134.92,alipay,,success,bca1d4e7-2976-4f16-b761-64592103e321,2026-01-13 11:17:45.499656,,0.00,,2026-01-13 11:17:45.499656
466493077848,PAY466493077848,179619377607,210,649.28,credit_card,,success,11a8876f-74c2-4a00-8d34-db645f1bc6c3,2026-01-18 20:56:41.499656,,0.00,,2026-01-18 20:56:41.499656
110375856525,PAY110375856525,268204280108,103,17282.03,wechat,,success,486de29c-be7d-411f-bb76-620336dfaaa4,2026-01-16 13:31:53.499656,,0.00,,2026-01-16 13:31:53.499656
377866426989,PAY377866426989,186084395566,178,8167.46,wechat,,success,67d6818a-725b-4ecd-a44f-b94b0f4b7d8e,2025-11-22 19:43:54.499656,,0.00,,2025-11-22 19:43:54.499656
522865387193,PAY522865387193,996457209264,68,4181.74,wechat,,success,6a07f25b-b148-4a3d-b92e-30accca62fcd,2025-12-03 03:20:01.499656,,0.00,,2025-12-03 03:20:01.499656
376244926946,PAY376244926946,881952107128,170,165.15,alipay,,success,2f28387d-6a78-472e-928b-e1c65c3320df,2025-11-07 13:33:16.499656,,0.00,,2025-11-07 13:33:16.499656
698773107838,PAY698773107838,877842451214,32,318.95,wechat,,success,2bbadcc5-e107-413e-9300-7fc313c2c872,2025-11-09 19:53:06.499656,,0.00,,2025-11-09 19:53:06.499656
881626933960,PAY881626933960,710331875336,276,620.28,alipay,,success,32a1b3a5-44a3-4c51-88c0-6704da3b8231,2025-12-15 09:49:12.499656,,0.00,,2025-12-15 09:49:12.499656
718647122137,PAY718647122137,328547936912,269,410.82,alipay,,success,d9abf604-7a04-4f6f-8790-fca6fc149c2b,2025-12-14 23:14:24.499656,,0.00,,2025-12-14 23:14:24.499656
957738155386,PAY957738155386,997117671179,117,8326.36,wechat,,success,b8992dcd-83bc-4920-a7a9-268d5d7c7431,2025-11-22 00:25:15.499656,,0.00,,2025-11-22 00:25:15.499656
977973148821,PAY977973148821,881746796333,97,4186.00,alipay,,refunded,f32a5ac7-9b85-4538-b018-5120fd56c888,2025-11-19 15:30:16.499656,,0.00,2025-12-01 06:30:16.499656,2025-11-19 15:30:16.499656
252645440160,PAY252645440160,209858539085,400,12440.60,credit_card,,success,e1033219-a86a-4873-84b5-c42c6da6fcfb,2025-11-03 10:45:01.499656,,0.00,,2025-11-03 10:45:01.499656
758240407950,PAY758240407950,847701117339,190,4654.36,wechat,,success,b7b3cf5b-d03b-41b8-89a2-8ac55e1d188a,2025-11-16 10:14:34.499656,,0.00,,2025-11-16 10:14:34.499656
343970605984,PAY343970605984,980481884168,233,6382.16,wechat,,success,baff6ad5-0397-472e-8620-e72f57c56306,2025-10-29 11:03:38.499656,,0.00,,2025-10-29 11:03:38.499656
657253028682,PAY657253028682,112016340744,330,15073.42,wechat,,success,85c5ea70-3b94-4b90-a1a7-1f72f722a843,2026-01-05 18:45:22.499656,,0.00,,2026-01-05 18:45:22.499656
946388193578,PAY946388193578,259390435163,56,7717.22,balance,,success,24bfd039-8c55-4c37-abea-33dbfa637021,2026-01-02 00:54:32.499656,,0.00,,2026-01-02 00:54:32.499656
145302879442,PAY145302879442,504970095791,396,7689.76,alipay,,success,4379185e-4576-4a38-b604-16a264293d38,2025-10-28 16:55:46.499656,,0.00,,2025-10-28 16:55:46.499656
878217163651,PAY878217163651,887339899667,372,452.02,wechat,,success,5bd24af0-930c-4211-9090-5bcdb39d9091,2025-12-28 09:12:12.499656,,0.00,,2025-12-28 09:12:12.499656
879931718027,PAY879931718027,636022232319,499,3217.39,credit_card,,refunded,6f1f78d4-1e9b-4ba3-b01d-93c4d7e1ce00,2025-12-17 14:14:11.499656,,0.00,2025-12-26 19:14:11.499656,2025-12-17 14:14:11.499656
130440084952,PAY130440084952,979545411279,243,3819.78,wechat,,success,d597aa15-dd68-436e-a88b-24addb74293f,2026-01-11 03:58:17.499656,,0.00,,2026-01-11 03:58:17.499656
114264593150,PAY114264593150,771450901310,132,1594.26,wechat,,success,f661d927-28e0-45ae-9fa7-78d95e8265af,2025-11-01 13:29:52.499656,,0.00,,2025-11-01 13:29:52.499656
126088278721,PAY126088278721,787777910610,220,5996.35,balance,,success,7b75eb6e-33e4-482d-a6d3-fd507294d12e,2025-12-12 19:26:07.499656,,0.00,,2025-12-12 19:26:07.499656
829439677319,PAY829439677319,372192951569,304,11510.62,alipay,,success,d67c007b-876c-41b1-acf4-ac08ca7d1cad,2026-01-16 07:13:39.499656,,0.00,,2026-01-16 07:13:39.499656
613222407562,PAY613222407562,634163608681,336,9076.87,alipay,,success,9f96e9df-3326-4903-94f8-09711ff733ce,2026-01-15 21:33:31.499656,,0.00,,2026-01-15 21:33:31.499656
240728200721,PAY240728200721,311322925348,249,402.75,wechat,,success,f6d8c076-8e4e-464c-bef9-37a1e4681ad2,2025-11-14 14:48:00.499656,,0.00,,2025-11-14 14:48:00.499656
583852211656,PAY583852211656,697476686924,157,6746.52,wechat,,success,9549532f-3652-4e79-b46b-240775e0b6b3,2026-01-01 12:03:28.499656,,0.00,,2026-01-01 12:03:28.499656
989916874910,PAY989916874910,281189146642,196,4897.92,alipay,,success,417ccb23-06e2-4848-bd17-5efa2cbb98d0,2025-11-11 09:44:42.499656,,0.00,,2025-11-11 09:44:42.499656
255940809627,PAY255940809627,895136167679,233,534.86,wechat,,success,4938991f-5498-49ec-9a79-935e864d8bca,2026-01-07 04:42:57.499656,,0.00,,2026-01-07 04:42:57.499656
200597474513,PAY200597474513,893575515203,396,761.26,wechat,,success,16e64007-971c-46c2-9887-0bb0e38f6572,2025-12-13 15:20:20.499656,,0.00,,2025-12-13 15:20:20.499656
505313224696,PAY505313224696,903444355936,444,12421.70,alipay,,success,8f1e34ae-4e2a-4e49-892e-e792b827bfac,2025-12-15 18:25:59.499656,,0.00,,2025-12-15 18:25:59.499656
989328944868,PAY989328944868,674317921860,1,426.47,wechat,,success,0934ad01-ed2e-48aa-b44a-5d9399319208,2025-11-11 00:16:16.499656,,0.00,,2025-11-11 00:16:16.499656
544602810870,PAY544602810870,483737884511,365,1778.36,wechat,,success,0596dd62-4173-4557-82a7-6fa4aa412d52,2025-11-10 12:58:32.499656,,0.00,,2025-11-10 12:58:32.499656
770512034505,PAY770512034505,857616231546,68,225.62,wechat,,success,6e588ae4-2ca5-4fa7-87f2-5b154ed9332f,2025-12-24 18:22:34.499656,,0.00,,2025-12-24 18:22:34.499656
359004040774,PAY359004040774,142418677220,367,2464.22,wechat,,success,03009558-612d-4dad-8688-615b97f7828f,2025-11-28 07:33:39.499656,,0.00,,2025-11-28 07:33:39.499656
507038776335,PAY507038776335,719859496347,64,11051.83,alipay,,refunded,a34fa3c7-da3f-4d90-9fac-133355f8eb5d,2025-12-02 13:51:41.499656,,0.00,2025-12-07 00:51:41.499656,2025-12-02 13:51:41.499656
461775366801,PAY461775366801,772271770389,53,21424.05,balance,,refunded,c5f49098-d4fd-4439-9f31-f5ebe78979ba,2025-11-16 20:39:25.499656,,0.00,2025-11-23 16:39:25.499656,2025-11-16 20:39:25.499656
551297037757,PAY551297037757,413008359243,371,773.59,alipay,,success,8ffe332e-9828-425e-a2f6-fdd984e21ecd,2025-11-23 12:05:04.499656,,0.00,,2025-11-23 12:05:04.499656
700095763188,PAY700095763188,104090119901,487,980.08,alipay,,success,a266220b-155a-4e1e-92bd-79f04360d53e,2025-11-26 22:04:57.499656,,0.00,,2025-11-26 22:04:57.499656
928052805002,PAY928052805002,745938051390,22,729.40,alipay,,success,1820ee30-8e27-460f-9ca9-481889538222,2025-10-27 00:27:07.499656,,0.00,,2025-10-27 00:27:07.499656
355147567859,PAY355147567859,493844500019,346,5078.65,alipay,,success,e98ce729-2d4e-4597-822c-4ed4587e1f5d,2025-11-17 10:38:30.499656,,0.00,,2025-11-17 10:38:30.499656
948999907994,PAY948999907994,483203783315,307,4767.50,alipay,,success,e767d10a-61bd-48a5-b35a-66292265776b,2025-12-24 21:45:41.499656,,0.00,,2025-12-24 21:45:41.499656
720762613858,PAY720762613858,439416717360,486,30264.34,alipay,,success,f1a07e95-da56-4e64-b8c1-14ffc6c83475,2026-01-12 10:50:48.499656,,0.00,,2026-01-12 10:50:48.499656
985886305994,PAY985886305994,555045967104,444,597.88,wechat,,success,1d46e2a9-7090-40f2-b9c0-48fde330fd19,2026-01-06 03:13:28.499656,,0.00,,2026-01-06 03:13:28.499656
748195625652,PAY748195625652,286554293931,223,435.29,alipay,,success,9afce653-8aa2-4484-ab55-9fd68b87336e,2025-12-07 06:28:46.499656,,0.00,,2025-12-07 06:28:46.499656
234287370146,PAY234287370146,755592849932,168,372.70,wechat,,success,f98bc751-664d-433b-8941-77ff611b68b1,2025-12-28 01:25:49.499656,,0.00,,2025-12-28 01:25:49.499656
993642022292,PAY993642022292,468963081026,155,70124.87,alipay,,success,2dabd864-5698-4d05-94d1-deea7ea6e33a,2025-11-29 21:59:17.499656,,0.00,,2025-11-29 21:59:17.499656
536870323227,PAY536870323227,131979641347,433,4969.92,credit_card,,success,df8aa50a-ba25-4da6-83b8-e9be72744ab6,2025-10-31 23:05:44.499656,,0.00,,2025-10-31 23:05:44.499656
505284656333,PAY505284656333,149638383173,439,260.82,wechat,,refunded,f1424bbc-c266-480b-a0b8-fdd94dfc98e0,2026-01-15 12:56:57.499656,,0.00,2026-01-31 05:56:57.499656,2026-01-15 12:56:57.499656
294320475040,PAY294320475040,942195754766,192,5531.44,wechat,,refunded,c2045eea-bbaa-4fd0-bb72-53b17aab84e5,2026-01-09 00:43:18.499656,,0.00,2026-01-19 08:43:18.499656,2026-01-09 00:43:18.499656
938626809506,PAY938626809506,643913866530,1,508.53,wechat,,refunded,4f68cd17-267d-49ed-936e-75bc333618ff,2025-12-09 03:20:01.499656,,0.00,2025-12-22 16:20:01.499656,2025-12-09 03:20:01.499656
453303280211,PAY453303280211,646107362666,310,2369.00,wechat,,success,55abebd2-f6b5-4d2e-b7c4-352a1f6173c6,2025-12-20 18:45:55.499656,,0.00,,2025-12-20 18:45:55.499656
604233817377,PAY604233817377,531004871832,437,5653.08,alipay,,success,972a6657-a555-43eb-a023-f7db13232c35,2025-10-31 14:34:15.499656,,0.00,,2025-10-31 14:34:15.499656
461689322357,PAY461689322357,770860947630,40,253.15,alipay,,success,bc2d548a-47db-4fd8-b364-05e3d19602c1,2026-01-01 20:17:37.499656,,0.00,,2026-01-01 20:17:37.499656
203876857342,PAY203876857342,951751583342,472,344.55,alipay,,success,33beb913-15ea-473f-a950-e28a7fe36e8d,2026-01-16 18:06:11.499656,,0.00,,2026-01-16 18:06:11.499656
872612195093,PAY872612195093,410119765450,246,473.74,wechat,,success,f9c60f13-938f-4083-aac4-05b9ab92ca19,2026-01-17 11:58:00.499656,,0.00,,2026-01-17 11:58:00.499656
206137300537,PAY206137300537,212710432453,379,4999.13,alipay,,refunded,cae14235-0835-4d18-b4ce-6b4a1e2314bf,2025-12-22 06:00:02.499656,,0.00,2025-12-27 16:00:02.499656,2025-12-22 06:00:02.499656
274216107364,PAY274216107364,381916877674,162,218.16,alipay,,success,119a3e1f-76ac-4ddf-9552-cabc9a90de83,2025-11-04 03:42:16.499656,,0.00,,2025-11-04 03:42:16.499656
918324250697,PAY918324250697,287813001656,68,7194.57,wechat,,success,5d84503d-9f0b-4bcf-997f-5ac92ca71fae,2025-12-28 09:15:41.499656,,0.00,,2025-12-28 09:15:41.499656
507828740511,PAY507828740511,970140797330,50,24069.32,alipay,,success,c0b65b1b-e1bd-42fb-b6d4-66b4281acf51,2025-12-08 22:34:29.499656,,0.00,,2025-12-08 22:34:29.499656
986283193414,PAY986283193414,970837594992,499,7389.96,wechat,,success,4f4b21e9-9c04-407d-9579-c73a0f9549f5,2025-11-29 10:02:17.499656,,0.00,,2025-11-29 10:02:17.499656
161094031755,PAY161094031755,790120060009,422,146.71,wechat,,success,5d91d494-bdfd-4235-a113-2de4f9659eb9,2025-11-10 02:48:25.499656,,0.00,,2025-11-10 02:48:25.499656
117902719395,PAY117902719395,457071112592,238,671.60,wechat,,success,bc580a18-80ac-49d2-89be-e4aa63c8c55f,2025-11-02 16:43:52.499656,,0.00,,2025-11-02 16:43:52.499656
323063215924,PAY323063215924,428331947644,32,1914.16,wechat,,success,51823418-829d-42c4-9efd-7b94ab5d1d83,2025-10-31 21:42:42.499656,,0.00,,2025-10-31 21:42:42.499656
674176208619,PAY674176208619,405594907150,381,3524.79,wechat,,success,a8141b48-5b01-418f-950d-383a04e21daa,2025-11-07 02:28:41.499656,,0.00,,2025-11-07 02:28:41.499656
860955697116,PAY860955697116,844306919334,63,49.33,wechat,,refunded,6d1b1416-db35-407c-9404-37754e3b936c,2025-11-29 06:34:54.499656,,0.00,2025-12-05 15:34:54.499656,2025-11-29 06:34:54.499656
502524989269,PAY502524989269,655610526923,446,834.09,alipay,,success,703c4b8e-8948-4068-b8b1-0229cb59959d,2025-11-29 22:41:15.499656,,0.00,,2025-11-29 22:41:15.499656
320860394087,PAY320860394087,920275721385,479,14031.52,alipay,,success,5659d436-e2ee-41f7-8f30-00d2f7d18db2,2025-11-29 13:25:35.499656,,0.00,,2025-11-29 13:25:35.499656
976085061493,PAY976085061493,327526715334,355,24767.69,wechat,,success,10a89bf8-d632-45aa-a7d9-d04d6b0165b2,2026-01-23 22:00:44.499656,,0.00,,2026-01-23 22:00:44.499656
290398486402,PAY290398486402,122415221367,93,12661.98,alipay,,success,f48ee30e-0b57-491b-ad94-4a092d8bf9a2,2026-01-04 15:01:53.499656,,0.00,,2026-01-04 15:01:53.499656
474534753841,PAY474534753841,840555364219,165,10593.20,wechat,,success,bdaa8ee4-2b24-41fe-8183-00e7c7120ff4,2025-11-05 21:10:27.499656,,0.00,,2025-11-05 21:10:27.499656
453890053458,PAY453890053458,141707185880,124,321.63,credit_card,,success,50a91b70-b062-4e94-9cf4-ce7872f49825,2025-12-15 22:27:19.499656,,0.00,,2025-12-15 22:27:19.499656
222065039340,PAY222065039340,561994563319,445,1340.69,wechat,,success,328d4b1d-6d3f-44ef-b58e-04d6874765ab,2025-10-29 17:16:10.499656,,0.00,,2025-10-29 17:16:10.499656
284788941089,PAY284788941089,544727057374,375,927.45,alipay,,success,5cf4572e-d217-4971-bbe2-b41d7be66aaf,2025-11-25 03:37:03.499656,,0.00,,2025-11-25 03:37:03.499656
122205415801,PAY122205415801,842908483481,379,19518.69,alipay,,success,89c40061-5b03-44c2-bb6e-2c6867f46f7c,2025-11-13 14:15:49.499656,,0.00,,2025-11-13 14:15:49.499656
